"Region";"Prøvetagningsdato";"Køn";"Bekræftede tilfælde";"Døde";"Indlæggelser";"Kummuleret antal døde";"Kummuleret antal bekræftede tilfælde";"Kummuleret antal indlæggelser"
Sjælland;2021-04-23;M;29;0;1;2487;245259;14122
Syddanmark;2021-04-23;M;43;0;1;2487;245302;14123
Hovedstaden;2021-04-24;F;117;0;8;2487;245419;14131
Midtjylland;2021-04-24;F;62;0;2;2487;245481;14133
Nordjylland;2021-04-24;F;25;0;0;2487;245506;14133
Sjælland;2021-04-24;F;39;0;3;2487;245545;14136
Syddanmark;2021-04-24;F;26;0;1;2487;245571;14137
Hovedstaden;2021-04-24;M;112;0;6;2487;245683;14143
Midtjylland;2021-04-24;M;69;1;4;2488;245752;14147
Nordjylland;2021-04-24;M;36;0;0;2488;245788;14147
Sjælland;2021-04-24;M;28;0;1;2488;245816;14148
Syddanmark;2021-04-24;M;49;0;1;2488;245865;14149
Hovedstaden;2021-04-25;F;151;0;7;2488;246016;14156
Midtjylland;2021-04-25;F;53;0;1;2488;246069;14157
Nordjylland;2021-04-25;F;34;0;2;2488;246103;14159
Sjælland;2021-04-25;F;38;0;3;2488;246141;14162
Syddanmark;2021-04-25;F;35;0;3;2488;246176;14165
Hovedstaden;2021-04-25;M;121;0;5;2488;246297;14170
Midtjylland;2021-04-25;M;65;0;4;2488;246362;14174
Nordjylland;2021-04-25;M;30;0;0;2488;246392;14174
Sjælland;2021-04-25;M;26;0;1;2488;246418;14175
Syddanmark;2021-04-25;M;40;0;1;2488;246458;14176
Hovedstaden;2021-04-26;F;163;0;5;2488;246621;14181
Midtjylland;2021-04-26;F;60;0;2;2488;246681;14183
Nordjylland;2021-04-26;F;29;0;3;2488;246710;14186
Sjælland;2021-04-26;F;45;1;3;2489;246755;14189
Syddanmark;2021-04-26;F;39;0;3;2489;246794;14192
Hovedstaden;2021-04-26;M;183;0;10;2489;246977;14202
Midtjylland;2021-04-26;M;70;0;5;2489;247047;14207
Nordjylland;2021-04-26;M;45;1;6;2490;247092;14213
Sjælland;2021-04-26;M;56;0;3;2490;247148;14216
Syddanmark;2021-04-26;M;72;0;3;2490;247220;14219
Hovedstaden;2021-04-27;F;215;0;12;2490;247435;14231
Midtjylland;2021-04-27;F;62;0;2;2490;247497;14233
Nordjylland;2021-04-27;F;43;0;4;2490;247540;14237
Sjælland;2021-04-27;F;44;0;0;2490;247584;14237
Syddanmark;2021-04-27;F;61;0;1;2490;247645;14238
Hovedstaden;2021-04-27;M;216;0;2;2490;247861;14240
Midtjylland;2021-04-27;M;85;0;3;2490;247946;14243
Nordjylland;2021-04-27;M;32;0;0;2490;247978;14243
Sjælland;2021-04-27;M;51;0;3;2490;248029;14246
Syddanmark;2021-04-27;M;77;0;2;2490;248106;14248
Hovedstaden;2021-04-28;F;207;0;13;2490;248313;14261
Midtjylland;2021-04-28;F;69;0;2;2490;248382;14263
Nordjylland;2021-04-28;F;31;0;1;2490;248413;14264
Sjælland;2021-04-28;F;50;0;5;2490;248463;14269
Syddanmark;2021-04-28;F;49;0;2;2490;248512;14271
Hovedstaden;2021-04-28;M;186;0;6;2490;248698;14277
Midtjylland;2021-04-28;M;77;0;3;2490;248775;14280
Nordjylland;2021-04-28;M;34;0;1;2490;248809;14281
Sjælland;2021-04-28;M;42;0;1;2490;248851;14282
Syddanmark;2021-04-28;M;59;0;2;2490;248910;14284
Hovedstaden;2021-04-29;F;181;0;6;2490;249091;14290
Midtjylland;2021-04-29;F;66;0;5;2490;249157;14295
Nordjylland;2021-04-29;F;24;0;0;2490;249181;14295
Sjælland;2021-04-29;F;45;0;2;2490;249226;14297
Syddanmark;2021-04-29;F;55;0;4;2490;249281;14301
Hovedstaden;2021-04-29;M;196;0;9;2490;249477;14310
Midtjylland;2021-04-29;M;80;0;4;2490;249557;14314
Nordjylland;2021-04-29;M;35;0;2;2490;249592;14316
Sjælland;2021-04-29;M;53;0;1;2490;249645;14317
Syddanmark;2021-04-29;M;57;0;0;2490;249702;14317
Hovedstaden;2021-04-30;F;178;0;6;2490;249880;14323
Midtjylland;2021-04-30;F;58;0;1;2490;249938;14324
Nordjylland;2021-04-30;F;29;0;0;2490;249967;14324
Sjælland;2021-04-30;F;31;0;1;2490;249998;14325
Syddanmark;2021-04-30;F;54;0;2;2490;250052;14327
Hovedstaden;2021-04-30;M;189;0;7;2490;250241;14334
Midtjylland;2021-04-30;M;71;0;4;2490;250312;14338
Nordjylland;2021-04-30;M;35;1;3;2491;250347;14341
Sjælland;2021-04-30;M;38;0;1;2491;250385;14342
Syddanmark;2021-04-30;M;71;0;3;2491;250456;14345
Hovedstaden;2021-05-01;F;149;0;13;2491;250605;14358
Midtjylland;2021-05-01;F;74;0;2;2491;250679;14360
Nordjylland;2021-05-01;F;32;0;3;2491;250711;14363
Sjælland;2021-05-01;F;26;0;1;2491;250737;14364
Syddanmark;2021-05-01;F;48;0;1;2491;250785;14365
Hovedstaden;2021-05-01;M;152;1;7;2492;250937;14372
Midtjylland;2021-05-01;M;85;0;3;2492;251022;14375
Nordjylland;2021-05-01;M;32;0;2;2492;251054;14377
Sjælland;2021-05-01;M;42;0;2;2492;251096;14379
Syddanmark;2021-05-01;M;47;0;1;2492;251143;14380
Hovedstaden;2021-05-02;F;180;0;7;2492;251323;14387
Midtjylland;2021-05-02;F;65;0;3;2492;251388;14390
Nordjylland;2021-05-02;F;33;0;2;2492;251421;14392
Sjælland;2021-05-02;F;25;0;2;2492;251446;14394
Syddanmark;2021-05-02;F;44;0;1;2492;251490;14395
Hovedstaden;2021-05-02;M;174;0;9;2492;251664;14404
Midtjylland;2021-05-02;M;70;0;3;2492;251734;14407
Nordjylland;2021-05-02;M;26;0;1;2492;251760;14408
Sjælland;2021-05-02;M;30;0;2;2492;251790;14410
Syddanmark;2021-05-02;M;60;0;0;2492;251850;14410
Hovedstaden;2021-05-03;F;213;0;8;2492;252063;14418
Midtjylland;2021-05-03;F;98;1;4;2493;252161;14422
Nordjylland;2021-05-03;F;30;0;1;2493;252191;14423
Sjælland;2021-05-03;F;71;0;2;2493;252262;14425
Syddanmark;2021-05-03;F;58;0;1;2493;252320;14426
Hovedstaden;2021-05-03;M;276;0;8;2493;252596;14434
Midtjylland;2021-05-03;M;92;0;2;2493;252688;14436
Nordjylland;2021-05-03;M;43;0;2;2493;252731;14438
Sjælland;2021-05-03;M;64;0;2;2493;252795;14440
Syddanmark;2021-05-03;M;70;0;1;2493;252865;14441
Hovedstaden;2021-05-04;F;248;0;5;2493;253113;14446
Midtjylland;2021-05-04;F;91;0;4;2493;253204;14450
Nordjylland;2021-05-04;F;25;0;0;2493;253229;14450
Sjælland;2021-05-04;F;61;1;4;2494;253290;14454
Syddanmark;2021-05-04;F;58;0;0;2494;253348;14454
Hovedstaden;2021-05-04;M;212;0;5;2494;253560;14459
Midtjylland;2021-05-04;M;105;0;4;2494;253665;14463
Nordjylland;2021-05-04;M;33;0;1;2494;253698;14464
Sjælland;2021-05-04;M;56;0;7;2494;253754;14471
Syddanmark;2021-05-04;M;75;0;2;2494;253829;14473
Hovedstaden;2021-05-05;F;260;1;11;2495;254089;14484
Midtjylland;2021-05-05;F;93;0;2;2495;254182;14486
Nordjylland;2021-05-05;F;43;0;2;2495;254225;14488
Sjælland;2021-05-05;F;59;0;2;2495;254284;14490
Syddanmark;2021-05-05;F;72;0;2;2495;254356;14492
Hovedstaden;2021-05-05;M;247;1;9;2496;254603;14501
Midtjylland;2021-05-05;M;106;0;2;2496;254709;14503
Nordjylland;2021-05-05;M;43;0;1;2496;254752;14504
Sjælland;2021-05-05;M;63;0;6;2496;254815;14510
Syddanmark;2021-05-05;M;63;0;1;2496;254878;14511
Hovedstaden;2021-05-06;F;216;1;4;2497;255094;14515
Midtjylland;2021-05-06;F;70;0;3;2497;255164;14518
Nordjylland;2021-05-06;F;25;0;1;2497;255189;14519
Sjælland;2021-05-06;F;69;0;6;2497;255258;14525
Syddanmark;2021-05-06;F;39;0;1;2497;255297;14526
Hovedstaden;2021-05-06;M;223;0;5;2497;255520;14531
Midtjylland;2021-05-06;M;83;0;2;2497;255603;14533
Nordjylland;2021-05-06;M;31;0;2;2497;255634;14535
Sjælland;2021-05-06;M;76;0;4;2497;255710;14539
Syddanmark;2021-05-06;M;47;0;1;2497;255757;14540
Hovedstaden;2021-05-07;F;209;0;10;2497;255966;14550
Midtjylland;2021-05-07;F;79;0;1;2497;256045;14551
Nordjylland;2021-05-07;F;22;0;1;2497;256067;14552
Sjælland;2021-05-07;F;54;0;2;2497;256121;14554
Syddanmark;2021-05-07;F;58;0;1;2497;256179;14555
Hovedstaden;2021-05-07;M;210;0;12;2497;256389;14567
Midtjylland;2021-05-07;M;96;0;0;2497;256485;14567
Nordjylland;2021-05-07;M;39;1;4;2498;256524;14571
Sjælland;2021-05-07;M;59;0;1;2498;256583;14572
Syddanmark;2021-05-07;M;69;0;1;2498;256652;14573
Hovedstaden;2021-05-08;F;199;0;9;2498;256851;14582
Midtjylland;2021-05-08;F;91;0;4;2498;256942;14586
Nordjylland;2021-05-08;F;24;0;0;2498;256966;14586
Sjælland;2021-05-08;F;47;0;0;2498;257013;14586
Syddanmark;2021-05-08;F;41;0;0;2498;257054;14586
Hovedstaden;2021-05-08;M;239;0;14;2498;257293;14600
Midtjylland;2021-05-08;M;86;0;1;2498;257379;14601
Nordjylland;2021-05-08;M;40;0;1;2498;257419;14602
Sjælland;2021-05-08;M;37;0;0;2498;257456;14602
Syddanmark;2021-05-08;M;42;0;2;2498;257498;14604
Hovedstaden;2021-05-09;F;190;0;7;2498;257688;14611
Midtjylland;2021-05-09;F;61;0;0;2498;257749;14611
Nordjylland;2021-05-09;F;37;0;1;2498;257786;14612
Sjælland;2021-05-09;F;53;0;1;2498;257839;14613
Syddanmark;2021-05-09;F;38;0;4;2498;257877;14617
Hovedstaden;2021-05-09;M;200;0;5;2498;258077;14622
Midtjylland;2021-05-09;M;90;0;2;2498;258167;14624
Nordjylland;2021-05-09;M;36;0;0;2498;258203;14624
Sjælland;2021-05-09;M;45;0;0;2498;258248;14624
Syddanmark;2021-05-09;M;44;0;1;2498;258292;14625
Hovedstaden;2021-05-10;F;236;1;13;2499;258528;14638
Midtjylland;2021-05-10;F;135;0;2;2499;258663;14640
Nordjylland;2021-05-10;F;28;0;1;2499;258691;14641
Sjælland;2021-05-10;F;81;0;2;2499;258772;14643
Syddanmark;2021-05-10;F;53;0;1;2499;258825;14644
Hovedstaden;2021-05-10;M;232;1;5;2500;259057;14649
Midtjylland;2021-05-10;M;147;0;3;2500;259204;14652
Nordjylland;2021-05-10;M;45;0;1;2500;259249;14653
Sjælland;2021-05-10;M;102;0;6;2500;259351;14659
Syddanmark;2021-05-10;M;63;0;1;2500;259414;14660
Hovedstaden;2021-05-11;F;281;0;7;2500;259695;14667
Midtjylland;2021-05-11;F;125;1;3;2501;259820;14670
Nordjylland;2021-05-11;F;52;0;1;2501;259872;14671
Sjælland;2021-05-11;F;77;0;3;2501;259949;14674
Syddanmark;2021-05-11;F;53;0;0;2501;260002;14674
Hovedstaden;2021-05-11;M;333;0;7;2501;260335;14681
Midtjylland;2021-05-11;M;140;0;3;2501;260475;14684
Nordjylland;2021-05-11;M;64;0;2;2501;260539;14686
Sjælland;2021-05-11;M;89;0;3;2501;260628;14689
Syddanmark;2021-05-11;M;76;0;3;2501;260704;14692
Hovedstaden;2021-05-12;F;235;1;11;2502;260939;14703
Midtjylland;2021-05-12;F;109;0;2;2502;261048;14705
Nordjylland;2021-05-12;F;46;0;1;2502;261094;14706
Sjælland;2021-05-12;F;84;0;3;2502;261178;14709
Syddanmark;2021-05-12;F;44;0;5;2502;261222;14714
Hovedstaden;2021-05-12;M;321;1;8;2503;261543;14722
Midtjylland;2021-05-12;M;95;0;2;2503;261638;14724
Nordjylland;2021-05-12;M;56;0;0;2503;261694;14724
Sjælland;2021-05-12;M;103;0;3;2503;261797;14727
Syddanmark;2021-05-12;M;56;1;4;2504;261853;14731
Hovedstaden;2021-05-13;F;211;0;7;2504;262064;14738
Midtjylland;2021-05-13;F;77;0;4;2504;262141;14742
Nordjylland;2021-05-13;F;36;0;2;2504;262177;14744
Sjælland;2021-05-13;F;55;0;3;2504;262232;14747
Syddanmark;2021-05-13;F;43;0;1;2504;262275;14748
Hovedstaden;2021-05-13;M;227;0;6;2504;262502;14754
Midtjylland;2021-05-13;M;74;0;1;2504;262576;14755
Nordjylland;2021-05-13;M;66;0;1;2504;262642;14756
Sjælland;2021-05-13;M;64;0;2;2504;262706;14758
Syddanmark;2021-05-13;M;47;1;2;2505;262753;14760
Hovedstaden;2021-05-14;F;186;0;4;2505;262939;14764
Midtjylland;2021-05-14;F;83;0;1;2505;263022;14765
Nordjylland;2021-05-14;F;43;0;1;2505;263065;14766
Sjælland;2021-05-14;F;78;0;3;2505;263143;14769
Syddanmark;2021-05-14;F;43;0;2;2505;263186;14771
Hovedstaden;2021-05-14;M;208;1;5;2506;263394;14776
Midtjylland;2021-05-14;M;79;0;3;2506;263473;14779
Nordjylland;2021-05-14;M;34;0;1;2506;263507;14780
Sjælland;2021-05-14;M;57;0;4;2506;263564;14784
Syddanmark;2021-05-14;M;54;0;2;2506;263618;14786
Hovedstaden;2021-05-15;F;217;0;9;2506;263835;14795
Midtjylland;2021-05-15;F;83;0;3;2506;263918;14798
Nordjylland;2021-05-15;F;43;0;1;2506;263961;14799
Sjælland;2021-05-15;F;68;1;3;2507;264029;14802
Syddanmark;2021-05-15;F;54;0;4;2507;264083;14806
Hovedstaden;2021-05-15;M;198;0;4;2507;264281;14810
Midtjylland;2021-05-15;M;109;0;5;2507;264390;14815
Nordjylland;2021-05-15;M;54;0;0;2507;264444;14815
Sjælland;2021-05-15;M;65;0;2;2507;264509;14817
Syddanmark;2021-05-15;M;47;0;2;2507;264556;14819
Hovedstaden;2021-05-16;F;210;0;4;2507;264766;14823
Midtjylland;2021-05-16;F;65;0;2;2507;264831;14825
Nordjylland;2021-05-16;F;50;0;0;2507;264881;14825
Sjælland;2021-05-16;F;47;0;3;2507;264928;14828
Syddanmark;2021-05-16;F;47;0;3;2507;264975;14831
Hovedstaden;2021-05-16;M;231;0;7;2507;265206;14838
Midtjylland;2021-05-16;M;82;0;5;2507;265288;14843
Nordjylland;2021-05-16;M;55;0;0;2507;265343;14843
Sjælland;2021-05-16;M;77;0;2;2507;265420;14845
Syddanmark;2021-05-16;M;52;0;0;2507;265472;14845
Hovedstaden;2021-05-17;F;221;0;6;2507;265693;14851
Midtjylland;2021-05-17;F;95;0;4;2507;265788;14855
Nordjylland;2021-05-17;F;42;0;1;2507;265830;14856
Sjælland;2021-05-17;F;68;0;3;2507;265898;14859
Syddanmark;2021-05-17;F;77;0;4;2507;265975;14863
Hovedstaden;2021-05-17;M;273;0;9;2507;266248;14872
Midtjylland;2021-05-17;M;114;0;4;2507;266362;14876
Nordjylland;2021-05-17;M;67;0;0;2507;266429;14876
Sjælland;2021-05-17;M;90;0;1;2507;266519;14877
Syddanmark;2021-05-17;M;92;0;2;2507;266611;14879
Hovedstaden;2021-05-18;F;271;0;8;2507;266882;14887
Midtjylland;2021-05-18;F;84;0;0;2507;266966;14887
Nordjylland;2021-05-18;F;56;0;1;2507;267022;14888
Sjælland;2021-05-18;F;80;0;1;2507;267102;14889
Syddanmark;2021-05-18;F;70;0;5;2507;267172;14894
Hovedstaden;2021-05-18;M;271;0;6;2507;267443;14900
Midtjylland;2021-05-18;M;98;0;5;2507;267541;14905
Nordjylland;2021-05-18;M;64;0;2;2507;267605;14907
Sjælland;2021-05-18;M;79;0;1;2507;267684;14908
Syddanmark;2021-05-18;M;73;0;0;2507;267757;14908
Hovedstaden;2021-05-19;F;241;0;6;2507;267998;14914
Midtjylland;2021-05-19;F;88;0;3;2507;268086;14917
Nordjylland;2021-05-19;F;60;0;2;2507;268146;14919
Sjælland;2021-05-19;F;86;0;3;2507;268232;14922
Syddanmark;2021-05-19;F;61;0;0;2507;268293;14922
Hovedstaden;2021-05-19;M;255;0;8;2507;268548;14930
Midtjylland;2021-05-19;M;90;0;1;2507;268638;14931
Nordjylland;2021-05-19;M;66;0;0;2507;268704;14931
Sjælland;2021-05-19;M;111;0;4;2507;268815;14935
Syddanmark;2021-05-19;M;68;0;2;2507;268883;14937
Hovedstaden;2021-05-20;F;233;0;6;2507;269116;14943
Midtjylland;2021-05-20;F;64;0;0;2507;269180;14943
Nordjylland;2021-05-20;F;67;0;1;2507;269247;14944
Sjælland;2021-05-20;F;69;0;2;2507;269316;14946
Syddanmark;2021-05-20;F;61;0;0;2507;269377;14946
Hovedstaden;2021-05-20;M;218;0;7;2507;269595;14953
Midtjylland;2021-05-20;M;80;0;1;2507;269675;14954
Nordjylland;2021-05-20;M;75;0;2;2507;269750;14956
Sjælland;2021-05-20;M;86;0;4;2507;269836;14960
Syddanmark;2021-05-20;M;57;0;0;2507;269893;14960
Hovedstaden;2021-05-21;F;178;0;6;2507;270071;14966
Midtjylland;2021-05-21;F;65;0;2;2507;270136;14968
Nordjylland;2021-05-21;F;47;0;1;2507;270183;14969
Sjælland;2021-05-21;F;61;0;3;2507;270244;14972
Syddanmark;2021-05-21;F;49;0;1;2507;270293;14973
Hovedstaden;2021-05-21;M;192;1;8;2508;270485;14981
Midtjylland;2021-05-21;M;65;1;2;2509;270550;14983
Nordjylland;2021-05-21;M;38;0;1;2509;270588;14984
Sjælland;2021-05-21;M;74;0;1;2509;270662;14985
Syddanmark;2021-05-21;M;48;1;1;2510;270710;14986
Hovedstaden;2021-05-22;F;161;0;6;2510;270871;14992
Midtjylland;2021-05-22;F;84;0;2;2510;270955;14994
Nordjylland;2021-05-22;F;50;0;0;2510;271005;14994
Sjælland;2021-05-22;F;47;0;2;2510;271052;14996
Syddanmark;2021-05-22;F;55;0;0;2510;271107;14996
Hovedstaden;2021-05-22;M;165;0;8;2510;271272;15004
Midtjylland;2021-05-22;M;83;0;2;2510;271355;15006
Nordjylland;2021-05-22;M;49;0;0;2510;271404;15006
Sjælland;2021-05-22;M;36;0;3;2510;271440;15009
Syddanmark;2021-05-22;M;51;0;4;2510;271491;15013
Hovedstaden;2021-05-23;F;156;0;6;2510;271647;15019
Midtjylland;2021-05-23;F;85;0;1;2510;271732;15020
Nordjylland;2021-05-23;F;60;0;1;2510;271792;15021
Sjælland;2021-05-23;F;41;0;3;2510;271833;15024
Syddanmark;2021-05-23;F;50;0;1;2510;271883;15025
Hovedstaden;2021-05-23;M;148;0;7;2510;272031;15032
Midtjylland;2021-05-23;M;96;0;2;2510;272127;15034
Nordjylland;2021-05-23;M;53;0;0;2510;272180;15034
Sjælland;2021-05-23;M;57;0;4;2510;272237;15038
Syddanmark;2021-05-23;M;51;0;2;2510;272288;15040
Hovedstaden;2021-05-24;F;180;0;10;2510;272468;15050
Midtjylland;2021-05-24;F;82;0;0;2510;272550;15050
Nordjylland;2021-05-24;F;46;0;2;2510;272596;15052
Sjælland;2021-05-24;F;57;0;2;2510;272653;15054
Syddanmark;2021-05-24;F;50;0;1;2510;272703;15055
Hovedstaden;2021-05-24;M;176;0;4;2510;272879;15059
Midtjylland;2021-05-24;M;98;0;3;2510;272977;15062
Nordjylland;2021-05-24;M;52;1;5;2511;273029;15067
Sjælland;2021-05-24;M;63;0;0;2511;273092;15067
Syddanmark;2021-05-24;M;52;0;1;2511;273144;15068
Hovedstaden;2021-05-25;F;188;0;6;2511;273332;15074
Midtjylland;2021-05-25;F;98;0;3;2511;273430;15077
Nordjylland;2021-05-25;F;71;0;2;2511;273501;15079
Sjælland;2021-05-25;F;57;0;2;2511;273558;15081
Syddanmark;2021-05-25;F;68;0;2;2511;273626;15083
Hovedstaden;2021-05-25;M;232;0;9;2511;273858;15092
Midtjylland;2021-05-25;M;124;0;2;2511;273982;15094
Nordjylland;2021-05-25;M;81;0;2;2511;274063;15096
Sjælland;2021-05-25;M;71;0;3;2511;274134;15099
Syddanmark;2021-05-25;M;101;0;1;2511;274235;15100
Hovedstaden;2021-05-26;F;251;0;5;2511;274486;15105
Midtjylland;2021-05-26;F;82;0;2;2511;274568;15107
Nordjylland;2021-05-26;F;67;0;1;2511;274635;15108
Sjælland;2021-05-26;F;51;0;1;2511;274686;15109
Syddanmark;2021-05-26;F;68;0;3;2511;274754;15112
Hovedstaden;2021-05-26;M;292;0;4;2511;275046;15116
Midtjylland;2021-05-26;M;94;0;1;2511;275140;15117
Nordjylland;2021-05-26;M;120;0;3;2511;275260;15120
Sjælland;2021-05-26;M;77;0;1;2511;275337;15121
Syddanmark;2021-05-26;M;88;0;1;2511;275425;15122
Hovedstaden;2021-05-27;F;194;0;7;2511;275619;15129
Midtjylland;2021-05-27;F;95;0;3;2511;275714;15132
Nordjylland;2021-05-27;F;44;0;1;2511;275758;15133
Sjælland;2021-05-27;F;51;0;0;2511;275809;15133
Syddanmark;2021-05-27;F;56;0;2;2511;275865;15135
Hovedstaden;2021-05-27;M;240;0;5;2511;276105;15140
Midtjylland;2021-05-27;M;96;0;3;2511;276201;15143
Nordjylland;2021-05-27;M;63;0;2;2511;276264;15145
Sjælland;2021-05-27;M;76;0;3;2511;276340;15148
Syddanmark;2021-05-27;M;75;0;2;2511;276415;15150
Hovedstaden;2021-05-28;F;177;0;4;2511;276592;15154
Midtjylland;2021-05-28;F;78;0;1;2511;276670;15155
Nordjylland;2021-05-28;F;55;0;0;2511;276725;15155
Sjælland;2021-05-28;F;52;0;2;2511;276777;15157
Syddanmark;2021-05-28;F;66;0;1;2511;276843;15158
Hovedstaden;2021-05-28;M;193;0;4;2511;277036;15162
Midtjylland;2021-05-28;M;102;0;1;2511;277138;15163
Nordjylland;2021-05-28;M;59;0;0;2511;277197;15163
Sjælland;2021-05-28;M;60;0;0;2511;277257;15163
Syddanmark;2021-05-28;M;74;1;3;2512;277331;15166
Hovedstaden;2021-05-29;F;160;0;4;2512;277491;15170
Midtjylland;2021-05-29;F;63;0;2;2512;277554;15172
Nordjylland;2021-05-29;F;45;0;2;2512;277599;15174
Sjælland;2021-05-29;F;34;0;2;2512;277633;15176
Syddanmark;2021-05-29;F;57;0;3;2512;277690;15179
Hovedstaden;2021-05-29;M;193;1;5;2513;277883;15184
Midtjylland;2021-05-29;M;84;0;1;2513;277967;15185
Nordjylland;2021-05-29;M;65;0;0;2513;278032;15185
Sjælland;2021-05-29;M;47;0;2;2513;278079;15187
Syddanmark;2021-05-29;M;61;0;5;2513;278140;15192
Hovedstaden;2021-05-30;F;169;1;9;2514;278309;15201
Midtjylland;2021-05-30;F;75;0;0;2514;278384;15201
Nordjylland;2021-05-30;F;61;0;0;2514;278445;15201
Sjælland;2021-05-30;F;36;0;1;2514;278481;15202
Syddanmark;2021-05-30;F;51;0;2;2514;278532;15204
Hovedstaden;2021-05-30;M;166;0;5;2514;278698;15209
Midtjylland;2021-05-30;M;92;0;1;2514;278790;15210
Nordjylland;2021-05-30;M;62;0;0;2514;278852;15210
Sjælland;2021-05-30;M;46;0;0;2514;278898;15210
Syddanmark;2021-05-30;M;59;0;1;2514;278957;15211
Hovedstaden;2021-05-31;F;218;0;3;2514;279175;15214
Midtjylland;2021-05-31;F;87;0;2;2514;279262;15216
Nordjylland;2021-05-31;F;67;0;4;2514;279329;15220
Sjælland;2021-05-31;F;52;0;3;2514;279381;15223
Syddanmark;2021-05-31;F;67;0;1;2514;279448;15224
Hovedstaden;2021-05-31;M;211;0;8;2514;279659;15232
Midtjylland;2021-05-31;M;103;0;2;2514;279762;15234
Nordjylland;2021-05-31;M;85;0;1;2514;279847;15235
Sjælland;2021-05-31;M;48;0;0;2514;279895;15235
Syddanmark;2021-05-31;M;68;0;3;2514;279963;15238
Hovedstaden;2021-06-01;F;232;0;4;2514;280195;15242
Midtjylland;2021-06-01;F;100;0;3;2514;280295;15245
Nordjylland;2021-06-01;F;77;0;2;2514;280372;15247
Sjælland;2021-06-01;F;51;0;2;2514;280423;15249
Syddanmark;2021-06-01;F;70;0;1;2514;280493;15250
Hovedstaden;2021-06-01;M;265;0;2;2514;280758;15252
Midtjylland;2021-06-01;M;98;0;2;2514;280856;15254
Nordjylland;2021-06-01;M;97;0;2;2514;280953;15256
Sjælland;2021-06-01;M;50;0;6;2514;281003;15262
Syddanmark;2021-06-01;M;58;0;0;2514;281061;15262
Hovedstaden;2021-06-02;F;191;0;3;2514;281252;15265
Midtjylland;2021-06-02;F;84;0;5;2514;281336;15270
Nordjylland;2021-06-02;F;55;0;1;2514;281391;15271
Sjælland;2021-06-02;F;50;0;1;2514;281441;15272
Syddanmark;2021-06-02;F;31;0;1;2514;281472;15273
Hovedstaden;2021-06-02;M;220;1;5;2515;281692;15278
Midtjylland;2021-06-02;M;108;0;2;2515;281800;15280
Nordjylland;2021-06-02;M;85;1;3;2516;281885;15283
Sjælland;2021-06-02;M;51;0;1;2516;281936;15284
Syddanmark;2021-06-02;M;47;0;2;2516;281983;15286
Hovedstaden;2021-06-03;F;169;0;2;2516;282152;15288
Midtjylland;2021-06-03;F;66;0;1;2516;282218;15289
Nordjylland;2021-06-03;F;48;0;2;2516;282266;15291
Sjælland;2021-06-03;F;39;0;1;2516;282305;15292
Syddanmark;2021-06-03;F;29;0;0;2516;282334;15292
Hovedstaden;2021-06-03;M;178;0;1;2516;282512;15293
Midtjylland;2021-06-03;M;67;0;1;2516;282579;15294
Nordjylland;2021-06-03;M;53;0;1;2516;282632;15295
Sjælland;2021-06-03;M;63;0;2;2516;282695;15297
Syddanmark;2021-06-03;M;36;0;1;2516;282731;15298
Hovedstaden;2021-06-04;F;151;1;4;2517;282882;15302
Midtjylland;2021-06-04;F;77;0;3;2517;282959;15305
Nordjylland;2021-06-04;F;38;0;0;2517;282997;15305
Sjælland;2021-06-04;F;42;0;1;2517;283039;15306
Syddanmark;2021-06-04;F;26;0;0;2517;283065;15306
Hovedstaden;2021-06-04;M;151;0;3;2517;283216;15309
Midtjylland;2021-06-04;M;83;0;2;2517;283299;15311
Nordjylland;2021-06-04;M;45;0;1;2517;283344;15312
Sjælland;2021-06-04;M;45;0;1;2517;283389;15313
Syddanmark;2021-06-04;M;41;0;1;2517;283430;15314
Hovedstaden;2021-06-05;F;115;0;4;2517;283545;15318
Midtjylland;2021-06-05;F;73;0;1;2517;283618;15319
Nordjylland;2021-06-05;F;39;0;0;2517;283657;15319
Sjælland;2021-06-05;F;53;0;0;2517;283710;15319
Syddanmark;2021-06-05;F;14;0;0;2517;283724;15319
Hovedstaden;2021-06-05;M;122;0;4;2517;283846;15323
Midtjylland;2021-06-05;M;70;0;0;2517;283916;15323
Nordjylland;2021-06-05;M;44;0;2;2517;283960;15325
Sjælland;2021-06-05;M;49;0;1;2517;284009;15326
Syddanmark;2021-06-05;M;41;0;2;2517;284050;15328
Hovedstaden;2021-06-06;F;112;0;5;2517;284162;15333
Midtjylland;2021-06-06;F;45;0;1;2517;284207;15334
Nordjylland;2021-06-06;F;35;0;1;2517;284242;15335
Sjælland;2021-06-06;F;32;0;3;2517;284274;15338
Syddanmark;2021-06-06;F;22;0;1;2517;284296;15339
Hovedstaden;2021-06-06;M;125;0;1;2517;284421;15340
Midtjylland;2021-06-06;M;76;0;0;2517;284497;15340
Nordjylland;2021-06-06;M;41;0;0;2517;284538;15340
Sjælland;2021-06-06;M;32;0;0;2517;284570;15340
