,date,percentage
787,2021-06-26,0.592391304347826
789,2021-06-27,0.5240641711229946
791,2021-06-28,0.5153374233128835
793,2021-06-29,0.5857142857142857
795,2021-06-30,0.6024096385542169
797,2021-07-01,0.5054945054945055
799,2021-07-02,0.5575757575757576
801,2021-07-03,0.5510204081632653
803,2021-07-04,0.47761194029850745
805,2021-07-05,0.5919540229885057
807,2021-07-06,0.48520710059171596
809,2021-07-07,0.5256410256410257
811,2021-07-08,0.528169014084507
813,2021-07-09,0.5390070921985816
815,2021-07-10,0.47115384615384615
817,2021-07-11,0.46994535519125685
819,2021-07-12,0.43209876543209874
821,2021-07-13,0.5172413793103449
823,2021-07-14,0.5681818181818182
825,2021-07-15,0.5085714285714286
827,2021-07-16,0.5342465753424658
829,2021-07-17,0.5398773006134969
831,2021-07-18,0.5783783783783784
833,2021-07-19,0.56
835,2021-07-20,0.5409090909090909
837,2021-07-21,0.5337078651685393
839,2021-07-22,0.5371428571428571
841,2021-07-23,0.5515151515151515
843,2021-07-24,0.5555555555555556
845,2021-07-25,0.49230769230769234
847,2021-07-26,0.48255813953488375
849,2021-07-27,0.5913978494623656
851,2021-07-28,0.5747126436781609
853,2021-07-29,0.5286343612334802
855,2021-07-30,0.5935483870967742
857,2021-07-31,0.521505376344086
859,2021-08-01,0.5
861,2021-08-02,0.5058139534883721
863,2021-08-03,0.5337078651685393
865,2021-08-04,0.5664739884393064
867,2021-08-05,0.5287356321839081
869,2021-08-06,0.532051282051282
871,2021-08-07,0.5274725274725275
873,2021-08-08,0.48258706467661694
875,2021-08-09,0.5245901639344263
877,2021-08-10,0.5561224489795918
879,2021-08-11,0.5257142857142857
881,2021-08-12,0.5422535211267606
883,2021-08-13,0.5081967213114754
885,2021-08-14,0.4719626168224299
887,2021-08-15,0.5388888888888889
889,2021-08-16,0.5339805825242718
891,2021-08-17,0.5714285714285714
893,2021-08-18,0.5555555555555556
895,2021-08-19,0.452991452991453
897,2021-08-20,0.5327102803738317
899,2021-08-21,0.47619047619047616
901,2021-08-22,0.43209876543209874
903,2021-08-23,0.4461538461538462
905,2021-08-24,0.5347222222222222
907,2021-08-25,0.4835164835164835
909,2021-08-26,0.49504950495049505
911,2021-08-27,0.5547445255474452
913,2021-08-28,0.47802197802197804
915,2021-08-29,0.4943181818181818
917,2021-08-30,0.5081967213114754
919,2021-08-31,0.49606299212598426
921,2021-09-01,0.4881889763779528
923,2021-09-02,0.46875
925,2021-09-03,0.49074074074074076
927,2021-09-04,0.46875
929,2021-09-05,0.5161290322580645
931,2021-09-06,0.5
933,2021-09-07,0.4878048780487805
935,2021-09-08,0.574468085106383
937,2021-09-09,0.4930555555555556
939,2021-09-10,0.45263157894736844
941,2021-09-11,0.5054945054945055
943,2021-09-12,0.46808510638297873
945,2021-09-13,0.4258064516129032
947,2021-09-14,0.4121212121212121
949,2021-09-15,0.48214285714285715
951,2021-09-16,0.4563758389261745
953,2021-09-17,0.5031847133757962
955,2021-09-18,0.5447761194029851
957,2021-09-19,0.4727272727272727
959,2021-09-20,0.4934210526315789
961,2021-09-21,0.510989010989011
963,2021-09-22,0.5095541401273885
965,2021-09-23,0.4911242603550296
967,2021-09-24,0.46551724137931033
969,2021-09-25,0.4420289855072464
971,2021-09-26,0.4
973,2021-09-27,0.46564885496183206
975,2021-09-28,0.3888888888888889
977,2021-09-29,0.45652173913043476
979,2021-09-30,0.487012987012987
981,2021-10-01,0.45664739884393063
983,2021-10-02,0.43333333333333335
985,2021-10-03,0.4222222222222222
987,2021-10-04,0.46788990825688076
989,2021-10-05,0.52
991,2021-10-06,0.5517241379310345
993,2021-10-07,0.4523809523809524
995,2021-10-08,0.4166666666666667
997,2021-10-09,0.46078431372549017
999,2021-10-10,0.45374449339207046
1001,2021-10-11,0.441340782122905
1003,2021-10-12,0.45323741007194246
1005,2021-10-13,0.46774193548387094
1007,2021-10-14,0.3879310344827586
1009,2021-10-15,0.34831460674157305
1011,2021-10-16,0.3106796116504854
1013,2021-10-17,0.4065040650406504
1015,2021-10-18,0.4318181818181818
1017,2021-10-19,0.4263565891472868
1019,2021-10-20,0.4306569343065693
1021,2021-10-21,0.46621621621621623
1023,2021-10-22,0.4146341463414634
1025,2021-10-23,0.43956043956043955
1027,2021-10-24,0.3937007874015748
1029,2021-10-25,0.4246575342465753
1031,2021-10-26,0.36923076923076925
1033,2021-10-27,0.4928571428571429
1035,2021-10-28,0.48514851485148514
1037,2021-10-29,0.5
1039,2021-10-30,0.4214876033057851
1041,2021-10-31,0.35135135135135137
1043,2021-11-01,0.3877551020408163
1045,2021-11-02,0.5
1047,2021-11-03,0.4383561643835616
1049,2021-11-04,0.6739130434782609
1051,2021-11-05,0.4
1053,2021-11-06,0.28
1055,2021-11-07,0.449438202247191
1057,2021-11-08,0.4708171206225681
1059,2021-11-09,0.6060606060606061
1061,2021-11-10,0.49222797927461137
1063,2021-11-11,0.48148148148148145
1065,2021-11-12,0.576271186440678
1067,2021-11-13,0.5740740740740741
1069,2021-11-14,0.5416666666666666
1071,2021-11-15,0.609271523178808
1073,2021-11-16,0.5563380281690141
1075,2021-11-17,0.6
1077,2021-11-18,0.536
1079,2021-11-19,0.6046511627906976
1081,2021-11-20,0.6136363636363636
1083,2021-11-21,0.5
1085,2021-11-22,0.5118110236220472
1087,2021-11-23,0.5043478260869565
1089,2021-11-24,0.47863247863247865
1091,2021-11-25,0.5232558139534884
1093,2021-11-26,0.5384615384615384
1095,2021-11-27,0.5223880597014925
1097,2021-11-28,0.6054421768707483
1099,2021-11-29,0.6134453781512605
1101,2021-11-30,0.6204379562043796
1103,2021-12-01,0.5782312925170068
