"Uge";"Aldersgruppe";"Vaccinationsstatus";"Bekræftede tilfælde";"Befolkningstørrelse";"Bekræftede tilfælde pr. 100.000"
2021-W47;40-64;Påbegyndt vaccinationsforløb;156;23668;659,13
2021-W47;65-79;Forventet fuld effekt;2371;860734;275,46
2021-W47;65-79;Ikke vaccineret;102;28360;359,67
2021-W47;65-79;Påbegyndt vaccinationsforløb;9;2684;335,37
2021-W47;80+;Forventet fuld effekt;377;256461;147,00
2021-W47;80+;Ikke vaccineret;31;9036;343,07
2021-W47;80+;Påbegyndt vaccinationsforløb;2;946;211,51
2021-W48;12-15;Forventet fuld effekt;415;201556;205,90
2021-W48;12-15;Ikke vaccineret;1024;66663;1536,08
2021-W48;12-15;Påbegyndt vaccinationsforløb;186;26425;703,88
2021-W48;16-19;Forventet fuld effekt;961;236091;407,05
2021-W48;16-19;Ikke vaccineret;463;33582;1378,73
2021-W48;16-19;Påbegyndt vaccinationsforløb;76;9635;788,77
2021-W48;20-39;Forventet fuld effekt;5437;1144254;475,16
2021-W48;20-39;Ikke vaccineret;2968;280534;1057,98
2021-W48;20-39;Påbegyndt vaccinationsforløb;447;68665;650,98
2021-W48;40-64;Forventet fuld effekt;8889;1736532;511,88
2021-W48;40-64;Ikke vaccineret;1525;145205;1050,24
2021-W48;40-64;Påbegyndt vaccinationsforløb;164;25000;656,00
2021-W48;65-79;Forventet fuld effekt;2429;860532;282,27
2021-W48;65-79;Ikke vaccineret;103;27987;368,03
2021-W48;65-79;Påbegyndt vaccinationsforløb;6;2834;211,75
2021-W48;80+;Forventet fuld effekt;350;255948;136,75
2021-W48;80+;Ikke vaccineret;14;8926;156,84
2021-W48;80+;Påbegyndt vaccinationsforløb;1;967;103,37
2021-W49;12-15;Forventet fuld effekt;751;204544;367,16
2021-W49;12-15;Ikke vaccineret;1324;63790;2075,55
2021-W49;12-15;Påbegyndt vaccinationsforløb;287;27195;1055,33
2021-W49;16-19;Forventet fuld effekt;1732;236800;731,42
2021-W49;16-19;Ikke vaccineret;534;32118;1662,62
2021-W49;16-19;Påbegyndt vaccinationsforløb;99;10421;949,99
2021-W49;20-39;Forventet fuld effekt;9083;1150251;789,65
2021-W49;20-39;Ikke vaccineret;3565;272015;1310,59
2021-W49;20-39;Påbegyndt vaccinationsforløb;635;71656;886,18
2021-W49;40-64;Forventet fuld effekt;12688;1738473;729,84
2021-W49;40-64;Ikke vaccineret;1781;142306;1251,53
2021-W49;40-64;Påbegyndt vaccinationsforløb;243;26078;931,82
2021-W49;65-79;Forventet fuld effekt;2584;860358;300,34
2021-W49;65-79;Ikke vaccineret;121;27614;438,18
2021-W49;65-79;Påbegyndt vaccinationsforløb;12;2971;403,87
2021-W49;80+;Forventet fuld effekt;376;255449;147,19
2021-W49;80+;Ikke vaccineret;31;8799;352,31
2021-W49;80+;Påbegyndt vaccinationsforløb;6;1005;597,01
2021-W50;12-15;Forventet fuld effekt;1993;208995;953,61
2021-W50;12-15;Ikke vaccineret;1373;60687;2262,41
2021-W50;12-15;Påbegyndt vaccinationsforløb;371;26503;1399,82
2021-W50;16-19;Forventet fuld effekt;4535;237960;1905,78
2021-W50;16-19;Ikke vaccineret;602;31178;1930,88
2021-W50;16-19;Påbegyndt vaccinationsforløb;139;10239;1357,59
2021-W50;20-39;Forventet fuld effekt;19286;1158737;1664,40
2021-W50;20-39;Ikke vaccineret;4437;265404;1671,79
2021-W50;20-39;Påbegyndt vaccinationsforløb;850;70146;1211,75
2021-W50;40-64;Forventet fuld effekt;20679;1741521;1187,41
2021-W50;40-64;Ikke vaccineret;2104;139926;1503,66
2021-W50;40-64;Påbegyndt vaccinationsforløb;288;25504;1129,23
2021-W50;65-79;Forventet fuld effekt;2866;860270;333,15
2021-W50;65-79;Ikke vaccineret;141;27137;519,59
2021-W50;65-79;Påbegyndt vaccinationsforløb;10;3115;321,04
2021-W50;80+;Forventet fuld effekt;480;254935;188,28
2021-W50;80+;Ikke vaccineret;30;8617;348,15
2021-W50;80+;Påbegyndt vaccinationsforløb;5;1076;464,62
2021-W51;12-15;Forventet fuld effekt;2425;214746;1129,24
2021-W51;12-15;Ikke vaccineret;1010;56721;1780,66
2021-W51;12-15;Påbegyndt vaccinationsforløb;336;25189;1333,91
2021-W51;16-19;Forventet fuld effekt;5653;239574;2359,61
2021-W51;16-19;Ikke vaccineret;596;30060;1982,71
2021-W51;16-19;Påbegyndt vaccinationsforløb;140;9752;1435,65
2021-W51;20-39;Forventet fuld effekt;22592;1170981;1929,32
2021-W51;20-39;Ikke vaccineret;4295;257709;1666,61
2021-W51;20-39;Påbegyndt vaccinationsforløb;947;65732;1440,70
2021-W51;40-64;Forventet fuld effekt;24030;1746186;1376,14
2021-W51;40-64;Ikke vaccineret;1960;136963;1431,04
2021-W51;40-64;Påbegyndt vaccinationsforløb;285;23850;1194,98
2021-W51;65-79;Forventet fuld effekt;3025;860377;351,59
2021-W51;65-79;Ikke vaccineret;156;26476;589,22
2021-W51;65-79;Påbegyndt vaccinationsforløb;18;3292;546,85
2021-W51;80+;Forventet fuld effekt;567;254433;222,85
2021-W51;80+;Ikke vaccineret;44;8357;526,48
2021-W51;80+;Påbegyndt vaccinationsforløb;9;1195;753,23
2021-W52;12-15;Forventet fuld effekt;4417;219883;2008,79
2021-W52;12-15;Ikke vaccineret;1409;55320;2546,99
2021-W52;12-15;Påbegyndt vaccinationsforløb;493;21872;2254,01
2021-W52;16-19;Forventet fuld effekt;7705;241028;3196,73
2021-W52;16-19;Ikke vaccineret;856;29498;2901,88
2021-W52;16-19;Påbegyndt vaccinationsforløb;227;8853;2564,10
2021-W52;20-39;Forventet fuld effekt;35673;1182895;3015,74
2021-W52;20-39;Ikke vaccineret;7224;254027;2843,80
2021-W52;20-39;Påbegyndt vaccinationsforløb;1482;57490;2577,84
2021-W52;40-64;Forventet fuld effekt;34262;1750216;1957,59
2021-W52;40-64;Ikke vaccineret;3156;135733;2325,16
2021-W52;40-64;Påbegyndt vaccinationsforløb;434;21031;2063,59
2021-W52;65-79;Forventet fuld effekt;7457;860445;866,64
2021-W52;65-79;Ikke vaccineret;266;26210;1014,88
2021-W52;65-79;Påbegyndt vaccinationsforløb;34;3104;1095,36
2021-W52;80+;Forventet fuld effekt;1846;253952;726,91
2021-W52;80+;Ikke vaccineret;50;8240;606,81
2021-W52;80+;Påbegyndt vaccinationsforløb;12;1155;1038,70
2022-W01;12-15;Forventet fuld effekt;5981;224145;2668,37
2022-W01;12-15;Ikke vaccineret;1965;54176;3627,08
2022-W01;12-15;Påbegyndt vaccinationsforløb;540;19181;2815,33
2022-W01;16-19;Forventet fuld effekt;13683;242661;5638,72
2022-W01;16-19;Ikke vaccineret;1397;29069;4805,76
2022-W01;16-19;Påbegyndt vaccinationsforløb;323;7627;4235,11
2022-W01;20-39;Forventet fuld effekt;38995;1193101;3268,37
2022-W01;20-39;Ikke vaccineret;8157;250879;3251,37
2022-W01;20-39;Påbegyndt vaccinationsforløb;1467;50044;2931,43
2022-W01;40-64;Forventet fuld effekt;28698;1753658;1636,46
2022-W01;40-64;Ikke vaccineret;3050;134843;2261,88
2022-W01;40-64;Påbegyndt vaccinationsforløb;370;18412;2009,59
2022-W01;65-79;Forventet fuld effekt;4518;860435;525,08
2022-W01;65-79;Ikke vaccineret;205;26027;787,64
2022-W01;65-79;Påbegyndt vaccinationsforløb;26;2893;898,68
2022-W01;80+;Forventet fuld effekt;1295;253472;510,90
2022-W01;80+;Ikke vaccineret;66;8136;811,17
2022-W01;80+;Påbegyndt vaccinationsforløb;14;1107;1264,35
2022-W02;12-15;Forventet fuld effekt;12982;227335;5710,50
2022-W02;12-15;Ikke vaccineret;3329;53287;6247,29
2022-W02;12-15;Påbegyndt vaccinationsforløb;1017;17236;5900,59
2022-W02;16-19;Forventet fuld effekt;14267;243943;5848,49
2022-W02;16-19;Ikke vaccineret;1352;28640;4720,65
2022-W02;16-19;Påbegyndt vaccinationsforløb;284;6766;4197,55
2022-W02;20-39;Forventet fuld effekt;42039;1200687;3501,25
2022-W02;20-39;Ikke vaccineret;8349;247792;3369,36
2022-W02;20-39;Påbegyndt vaccinationsforløb;1395;45644;3056,25
2022-W02;40-64;Forventet fuld effekt;37546;1756192;2137,92
2022-W02;40-64;Ikke vaccineret;3737;133978;2789,26
2022-W02;40-64;Påbegyndt vaccinationsforløb;401;16790;2388,27
2022-W02;65-79;Forventet fuld effekt;4663;860292;542,03
2022-W02;65-79;Ikke vaccineret;187;25802;724,74
2022-W02;65-79;Påbegyndt vaccinationsforløb;36;2822;1275,82
2022-W02;80+;Forventet fuld effekt;1162;252919;459,44
2022-W02;80+;Ikke vaccineret;65;8043;808,14
2022-W02;80+;Påbegyndt vaccinationsforløb;5;1107;451,61
2022-W03;12-15;Forventet fuld effekt;24096;231023;10430,14
2022-W03;12-15;Ikke vaccineret;5030;52822;9522,60
2022-W03;12-15;Påbegyndt vaccinationsforløb;1378;14318;9624,35
2022-W03;16-19;Forventet fuld effekt;21084;245085;8602,73
2022-W03;16-19;Ikke vaccineret;1646;28298;5816,61
2022-W03;16-19;Påbegyndt vaccinationsforløb;319;5998;5318,06
2022-W03;20-39;Forventet fuld effekt;60518;1208573;5007,39
2022-W03;20-39;Ikke vaccineret;11602;245581;4724,31
2022-W03;20-39;Påbegyndt vaccinationsforløb;1743;40294;4325,66
2022-W03;40-64;Forventet fuld effekt;65172;1758619;3705,86
2022-W03;40-64;Ikke vaccineret;5444;133394;4081,13
2022-W03;40-64;Påbegyndt vaccinationsforløb;536;15012;3570,54
2022-W03;65-79;Forventet fuld effekt;7807;860278;907,50
2022-W03;65-79;Ikke vaccineret;287;25645;1119,14
2022-W03;65-79;Påbegyndt vaccinationsforløb;23;2609;881,66
2022-W03;80+;Forventet fuld effekt;1538;252415;609,31
2022-W03;80+;Ikke vaccineret;58;7955;729,09
2022-W03;80+;Påbegyndt vaccinationsforløb;12;1061;1131,47
2022-W04;12-15;Forventet fuld effekt;23397;234572;9974,33
2022-W04;12-15;Ikke vaccineret;4391;52688;8333,99
2022-W04;12-15;Påbegyndt vaccinationsforløb;906;11176;8106,97
2022-W04;16-19;Forventet fuld effekt;16765;246158;6810,67
2022-W04;16-19;Ikke vaccineret;1467;28106;5219,58
2022-W04;16-19;Påbegyndt vaccinationsforløb;249;5188;4799,54
2022-W04;20-39;Forventet fuld effekt;59220;1215722;4871,18
2022-W04;20-39;Ikke vaccineret;10658;244006;4367,93
2022-W04;20-39;Påbegyndt vaccinationsforløb;1433;34935;4101,95
2022-W04;40-64;Forventet fuld effekt;70788;1760928;4019,93
2022-W04;40-64;Ikke vaccineret;5497;133061;4131,19
2022-W04;40-64;Påbegyndt vaccinationsforløb;429;13096;3275,77
2022-W04;65-79;Forventet fuld effekt;10953;860353;1273,08
2022-W04;65-79;Ikke vaccineret;331;25545;1295,74
2022-W04;65-79;Påbegyndt vaccinationsforløb;22;2254;975,86
2022-W04;80+;Forventet fuld effekt;2284;252025;906,26
2022-W04;80+;Ikke vaccineret;70;7895;886,67
2022-W04;80+;Påbegyndt vaccinationsforløb;11;931;1181,34
