"Uge";"Aldersgruppe";"Vaccinationsstatus";"Antal nyindlagte";"Befolkningstørrelse";"Nyindlagte pr. 100.000"
2021-W50;20-39;Forventet fuld effekt;72;1158737;6,21
2021-W50;20-39;Ikke vaccineret;86;265404;32,40
2021-W50;20-39;Påbegyndt vaccinationsforløb;10;70146;14,26
2021-W50;40-64;Forventet fuld effekt;122;1741521;7,01
2021-W50;40-64;Ikke vaccineret;90;139926;64,32
2021-W50;40-64;Påbegyndt vaccinationsforløb;5;25504;19,60
2021-W50;65-79;Forventet fuld effekt;112;860270;13,02
2021-W50;65-79;Ikke vaccineret;22;27137;81,07
2021-W50;65-79;Påbegyndt vaccinationsforløb;0;3115;0,00
2021-W50;80+;Forventet fuld effekt;61;254935;23,93
2021-W50;80+;Ikke vaccineret;11;8617;127,66
2021-W50;80+;Påbegyndt vaccinationsforløb;4;1076;371,70
2021-W51;12-15;Forventet fuld effekt;1;214746;0,47
2021-W51;12-15;Ikke vaccineret;3;56721;5,29
2021-W51;12-15;Påbegyndt vaccinationsforløb;0;25189;0,00
2021-W51;16-19;Forventet fuld effekt;10;239574;4,17
2021-W51;16-19;Ikke vaccineret;2;30060;6,65
2021-W51;16-19;Påbegyndt vaccinationsforløb;1;9752;10,25
2021-W51;20-39;Forventet fuld effekt;84;1170981;7,17
2021-W51;20-39;Ikke vaccineret;79;257709;30,65
2021-W51;20-39;Påbegyndt vaccinationsforløb;20;65732;30,43
2021-W51;40-64;Forventet fuld effekt;141;1746186;8,07
2021-W51;40-64;Ikke vaccineret;106;136963;77,39
2021-W51;40-64;Påbegyndt vaccinationsforløb;5;23850;20,96
2021-W51;65-79;Forventet fuld effekt;105;860377;12,20
2021-W51;65-79;Ikke vaccineret;42;26476;158,64
2021-W51;65-79;Påbegyndt vaccinationsforløb;2;3292;60,76
2021-W51;80+;Forventet fuld effekt;73;254433;28,69
2021-W51;80+;Ikke vaccineret;21;8357;251,27
2021-W51;80+;Påbegyndt vaccinationsforløb;5;1195;418,46
2021-W52;12-15;Forventet fuld effekt;4;219883;1,82
2021-W52;12-15;Ikke vaccineret;3;55320;5,42
2021-W52;12-15;Påbegyndt vaccinationsforløb;1;21872;4,57
2021-W52;16-19;Forventet fuld effekt;15;241028;6,22
2021-W52;16-19;Ikke vaccineret;0;29498;0,00
2021-W52;16-19;Påbegyndt vaccinationsforløb;2;8853;22,59
2021-W52;20-39;Forventet fuld effekt;138;1182895;11,67
2021-W52;20-39;Ikke vaccineret;109;254027;42,91
2021-W52;20-39;Påbegyndt vaccinationsforløb;20;57490;34,79
2021-W52;40-64;Forventet fuld effekt;207;1750216;11,83
2021-W52;40-64;Ikke vaccineret;89;135733;65,57
2021-W52;40-64;Påbegyndt vaccinationsforløb;10;21031;47,55
2021-W52;65-79;Forventet fuld effekt;130;860445;15,11
2021-W52;65-79;Ikke vaccineret;36;26210;137,35
2021-W52;65-79;Påbegyndt vaccinationsforløb;5;3104;161,08
2021-W52;80+;Forventet fuld effekt;131;253952;51,58
2021-W52;80+;Ikke vaccineret;10;8240;121,36
2021-W52;80+;Påbegyndt vaccinationsforløb;3;1155;259,68
2022-W01;12-15;Forventet fuld effekt;8;224145;3,57
2022-W01;12-15;Ikke vaccineret;3;54176;5,54
2022-W01;12-15;Påbegyndt vaccinationsforløb;4;19181;20,85
2022-W01;16-19;Forventet fuld effekt;26;242661;10,71
2022-W01;16-19;Ikke vaccineret;5;29069;17,20
2022-W01;16-19;Påbegyndt vaccinationsforløb;1;7627;13,11
2022-W01;20-39;Forventet fuld effekt;156;1193101;13,08
2022-W01;20-39;Ikke vaccineret;103;250879;41,06
2022-W01;20-39;Påbegyndt vaccinationsforløb;12;50044;23,98
2022-W01;40-64;Forventet fuld effekt;193;1753658;11,01
2022-W01;40-64;Ikke vaccineret;69;134843;51,17
2022-W01;40-64;Påbegyndt vaccinationsforløb;8;18412;43,45
2022-W01;65-79;Forventet fuld effekt;139;860435;16,15
2022-W01;65-79;Ikke vaccineret;37;26027;142,16
2022-W01;65-79;Påbegyndt vaccinationsforløb;3;2893;103,69
2022-W01;80+;Forventet fuld effekt;116;253472;45,76
2022-W01;80+;Ikke vaccineret;22;8136;270,39
2022-W01;80+;Påbegyndt vaccinationsforløb;7;1107;632,18
2022-W02;12-15;Forventet fuld effekt;12;227335;5,28
2022-W02;12-15;Ikke vaccineret;12;53287;22,52
2022-W02;12-15;Påbegyndt vaccinationsforløb;2;17236;11,60
2022-W02;16-19;Forventet fuld effekt;30;243943;12,30
2022-W02;16-19;Ikke vaccineret;9;28640;31,42
2022-W02;16-19;Påbegyndt vaccinationsforløb;2;6766;29,56
2022-W02;20-39;Forventet fuld effekt;199;1200687;16,57
2022-W02;20-39;Ikke vaccineret;119;247792;48,02
2022-W02;20-39;Påbegyndt vaccinationsforløb;18;45644;39,44
2022-W02;40-64;Forventet fuld effekt;207;1756192;11,79
2022-W02;40-64;Ikke vaccineret;67;133978;50,01
2022-W02;40-64;Påbegyndt vaccinationsforløb;7;16790;41,69
2022-W02;65-79;Forventet fuld effekt;129;860292;14,99
2022-W02;65-79;Ikke vaccineret;26;25802;100,77
2022-W02;65-79;Påbegyndt vaccinationsforløb;3;2822;106,32
2022-W02;80+;Forventet fuld effekt;119;252919;47,05
2022-W02;80+;Ikke vaccineret;21;8043;261,09
2022-W02;80+;Påbegyndt vaccinationsforløb;2;1107;180,65
2022-W03;12-15;Forventet fuld effekt;20;231023;8,66
2022-W03;12-15;Ikke vaccineret;17;52822;32,18
2022-W03;12-15;Påbegyndt vaccinationsforløb;0;14318;0,00
2022-W03;16-19;Forventet fuld effekt;44;245085;17,95
2022-W03;16-19;Ikke vaccineret;12;28298;42,41
2022-W03;16-19;Påbegyndt vaccinationsforløb;0;5998;0,00
2022-W03;20-39;Forventet fuld effekt;271;1208573;22,42
2022-W03;20-39;Ikke vaccineret;136;245581;55,38
2022-W03;20-39;Påbegyndt vaccinationsforløb;22;40294;54,60
2022-W03;40-64;Forventet fuld effekt;223;1758619;12,68
2022-W03;40-64;Ikke vaccineret;50;133394;37,48
2022-W03;40-64;Påbegyndt vaccinationsforløb;7;15012;46,63
2022-W03;65-79;Forventet fuld effekt;154;860278;17,90
2022-W03;65-79;Ikke vaccineret;15;25645;58,49
2022-W03;65-79;Påbegyndt vaccinationsforløb;4;2609;153,33
2022-W03;80+;Forventet fuld effekt;141;252415;55,86
2022-W03;80+;Ikke vaccineret;17;7955;213,70
2022-W03;80+;Påbegyndt vaccinationsforløb;1;1061;94,29
2022-W04;12-15;Forventet fuld effekt;38;234572;16,20
2022-W04;12-15;Ikke vaccineret;11;52688;20,88
2022-W04;12-15;Påbegyndt vaccinationsforløb;3;11176;26,84
2022-W04;16-19;Forventet fuld effekt;38;246158;15,44
2022-W04;16-19;Ikke vaccineret;14;28106;49,81
2022-W04;16-19;Påbegyndt vaccinationsforløb;2;5188;38,55
2022-W04;20-39;Forventet fuld effekt;305;1215722;25,09
2022-W04;20-39;Ikke vaccineret;132;244006;54,10
2022-W04;20-39;Påbegyndt vaccinationsforløb;19;34935;54,39
2022-W04;40-64;Forventet fuld effekt;339;1760928;19,25
2022-W04;40-64;Ikke vaccineret;67;133061;50,35
2022-W04;40-64;Påbegyndt vaccinationsforløb;8;13096;61,09
2022-W04;65-79;Forventet fuld effekt;185;860353;21,50
2022-W04;65-79;Ikke vaccineret;25;25545;97,87
2022-W04;65-79;Påbegyndt vaccinationsforløb;1;2254;44,36
2022-W04;80+;Forventet fuld effekt;176;252025;69,83
2022-W04;80+;Ikke vaccineret;18;7895;228,00
2022-W04;80+;Påbegyndt vaccinationsforløb;1;931;107,39
