"Kommune";"Aldersgruppe";"Bekræftede tilfælde";"Dagsdato"
450;10-19;431;2022-01-31
461;10-19;2420;2022-01-31
479;10-19;699;2022-01-31
480;10-19;482;2022-01-31
482;10-19;120;2022-01-31
492;10-19;39;2022-01-31
510;10-19;775;2022-01-31
530;10-19;357;2022-01-31
540;10-19;867;2022-01-31
550;10-19;355;2022-01-31
561;10-19;1442;2022-01-31
563;10-19;39;2022-01-31
573;10-19;724;2022-01-31
575;10-19;624;2022-01-31
580;10-19;705;2022-01-31
607;10-19;520;2022-01-31
615;10-19;1008;2022-01-31
621;10-19;1186;2022-01-31
630;10-19;1541;2022-01-31
657;10-19;1130;2022-01-31
661;10-19;731;2022-01-31
665;10-19;181;2022-01-31
671;10-19;275;2022-01-31
706;10-19;594;2022-01-31
707;10-19;295;2022-01-31
710;10-19;738;2022-01-31
727;10-19;274;2022-01-31
730;10-19;1178;2022-01-31
740;10-19;1392;2022-01-31
741;10-19;15;2022-01-31
746;10-19;1025;2022-01-31
751;10-19;3380;2022-01-31
756;10-19;572;2022-01-31
760;10-19;690;2022-01-31
766;10-19;525;2022-01-31
773;10-19;219;2022-01-31
779;10-19;532;2022-01-31
787;10-19;542;2022-01-31
791;10-19;1082;2022-01-31
810;10-19;429;2022-01-31
813;10-19;694;2022-01-31
820;10-19;440;2022-01-31
825;10-19;16;2022-01-31
840;10-19;441;2022-01-31
846;10-19;681;2022-01-31
849;10-19;450;2022-01-31
851;10-19;2323;2022-01-31
860;10-19;890;2022-01-31
;20-29;144;2022-01-31
011;20-29;34;2022-01-31
012;20-29;1;2022-01-31
019;20-29;5;2022-01-31
101;20-29;4908;2022-01-31
147;20-29;632;2022-01-31
151;20-29;226;2022-01-31
153;20-29;200;2022-01-31
155;20-29;30;2022-01-31
157;20-29;209;2022-01-31
159;20-29;308;2022-01-31
161;20-29;116;2022-01-31
163;20-29;120;2022-01-31
165;20-29;134;2022-01-31
167;20-29;253;2022-01-31
169;20-29;257;2022-01-31
173;20-29;231;2022-01-31
175;20-29;176;2022-01-31
183;20-29;122;2022-01-31
185;20-29;151;2022-01-31
187;20-29;61;2022-01-31
190;20-29;116;2022-01-31
201;20-29;72;2022-01-31
210;20-29;129;2022-01-31
217;20-29;235;2022-01-31
219;20-29;277;2022-01-31
223;20-29;60;2022-01-31
230;20-29;150;2022-01-31
240;20-29;133;2022-01-31
250;20-29;202;2022-01-31
253;20-29;170;2022-01-31
259;20-29;257;2022-01-31
260;20-29;122;2022-01-31
265;20-29;423;2022-01-31
269;20-29;73;2022-01-31
270;20-29;117;2022-01-31
306;20-29;98;2022-01-31
316;20-29;312;2022-01-31
320;20-29;165;2022-01-31
326;20-29;183;2022-01-31
329;20-29;159;2022-01-31
330;20-29;457;2022-01-31
336;20-29;109;2022-01-31
340;20-29;110;2022-01-31
350;20-29;78;2022-01-31
360;20-29;171;2022-01-31
370;20-29;439;2022-01-31
376;20-29;385;2022-01-31
390;20-29;182;2022-01-31
400;20-29;176;2022-01-31
410;20-29;164;2022-01-31
420;20-29;161;2022-01-31
430;20-29;169;2022-01-31
440;20-29;93;2022-01-31
450;20-29;143;2022-01-31
461;20-29;1870;2022-01-31
479;20-29;287;2022-01-31
480;20-29;121;2022-01-31
482;20-29;30;2022-01-31
492;20-29;13;2022-01-31
510;20-29;300;2022-01-31
530;20-29;152;2022-01-31
540;20-29;322;2022-01-31
550;20-29;120;2022-01-31
561;20-29;769;2022-01-31
563;20-29;4;2022-01-31
573;20-29;244;2022-01-31
575;20-29;184;2022-01-31
580;20-29;233;2022-01-31
607;20-29;241;2022-01-31
615;20-29;546;2022-01-31
621;20-29;384;2022-01-31
630;20-29;596;2022-01-31
657;20-29;483;2022-01-31
661;20-29;328;2022-01-31
665;20-29;74;2022-01-31
671;20-29;66;2022-01-31
706;20-29;123;2022-01-31
707;20-29;163;2022-01-31
710;20-29;194;2022-01-31
727;20-29;71;2022-01-31
730;20-29;525;2022-01-31
740;20-29;407;2022-01-31
741;20-29;4;2022-01-31
746;20-29;222;2022-01-31
751;20-29;3483;2022-01-31
756;20-29;173;2022-01-31
760;20-29;205;2022-01-31
766;20-29;204;2022-01-31
773;20-29;71;2022-01-31
779;20-29;135;2022-01-31
787;20-29;133;2022-01-31
791;20-29;337;2022-01-31
810;20-29;141;2022-01-31
813;20-29;224;2022-01-31
820;20-29;140;2022-01-31
825;20-29;1;2022-01-31
840;20-29;93;2022-01-31
846;20-29;155;2022-01-31
849;20-29;130;2022-01-31
851;20-29;1756;2022-01-31
860;20-29;322;2022-01-31
;30-39;175;2022-01-31
011;30-39;81;2022-01-31
012;30-39;1;2022-01-31
019;30-39;23;2022-01-31
101;30-39;5543;2022-01-31
147;30-39;784;2022-01-31
151;30-39;484;2022-01-31
153;30-39;259;2022-01-31
155;30-39;66;2022-01-31
157;30-39;439;2022-01-31
159;30-39;520;2022-01-31
161;30-39;162;2022-01-31
163;30-39;235;2022-01-31
165;30-39;158;2022-01-31
167;30-39;449;2022-01-31
169;30-39;449;2022-01-31
173;30-39;391;2022-01-31
175;30-39;371;2022-01-31
183;30-39;203;2022-01-31
185;30-39;333;2022-01-31
187;30-39;163;2022-01-31
190;30-39;344;2022-01-31
201;30-39;222;2022-01-31
210;30-39;296;2022-01-31
217;30-39;415;2022-01-31
219;30-39;439;2022-01-31
223;30-39;136;2022-01-31
230;30-39;360;2022-01-31
240;30-39;382;2022-01-31
250;30-39;378;2022-01-31
253;30-39;415;2022-01-31
259;30-39;516;2022-01-31
260;30-39;196;2022-01-31
265;30-39;620;2022-01-31
269;30-39;254;2022-01-31
270;30-39;212;2022-01-31
306;30-39;142;2022-01-31
316;30-39;556;2022-01-31
320;30-39;300;2022-01-31
326;30-39;276;2022-01-31
329;30-39;240;2022-01-31
330;30-39;648;2022-01-31
336;30-39;200;2022-01-31
340;30-39;194;2022-01-31
350;30-39;191;2022-01-31
360;30-39;259;2022-01-31
370;30-39;692;2022-01-31
376;30-39;504;2022-01-31
390;30-39;321;2022-01-31
400;30-39;269;2022-01-31
410;30-39;262;2022-01-31
420;30-39;305;2022-01-31
430;30-39;443;2022-01-31
440;30-39;186;2022-01-31
450;30-39;253;2022-01-31
461;30-39;1977;2022-01-31
479;30-39;514;2022-01-31
480;30-39;256;2022-01-31
482;30-39;57;2022-01-31
492;30-39;12;2022-01-31
510;30-39;481;2022-01-31
530;30-39;262;2022-01-31
540;30-39;516;2022-01-31
550;30-39;213;2022-01-31
561;30-39;1152;2022-01-31
563;30-39;14;2022-01-31
573;30-39;408;2022-01-31
575;30-39;318;2022-01-31
580;30-39;400;2022-01-31
607;30-39;414;2022-01-31
615;30-39;825;2022-01-31
621;30-39;698;2022-01-31
630;30-39;1019;2022-01-31
657;30-39;818;2022-01-31
661;30-39;505;2022-01-31
665;30-39;94;2022-01-31
671;30-39;143;2022-01-31
706;30-39;317;2022-01-31
707;30-39;231;2022-01-31
710;30-39;464;2022-01-31
727;30-39;146;2022-01-31
730;30-39;730;2022-01-31
740;30-39;873;2022-01-31
741;30-39;5;2022-01-31
746;30-39;743;2022-01-31
751;30-39;2920;2022-01-31
756;30-39;306;2022-01-31
760;30-39;349;2022-01-31
766;30-39;316;2022-01-31
773;30-39;109;2022-01-31
779;30-39;206;2022-01-31
787;30-39;245;2022-01-31
791;30-39;565;2022-01-31
810;30-39;289;2022-01-31
813;30-39;387;2022-01-31
820;30-39;231;2022-01-31
825;30-39;2;2022-01-31
840;30-39;319;2022-01-31
846;30-39;290;2022-01-31
849;30-39;265;2022-01-31
851;30-39;1702;2022-01-31
860;30-39;536;2022-01-31
;40-49;166;2022-01-31
011;40-49;76;2022-01-31
019;40-49;30;2022-01-31
101;40-49;4565;2022-01-31
147;40-49;747;2022-01-31
151;40-49;412;2022-01-31
153;40-49;283;2022-01-31
155;40-49;135;2022-01-31
157;40-49;704;2022-01-31
159;40-49;576;2022-01-31
161;40-49;170;2022-01-31
163;40-49;237;2022-01-31
165;40-49;197;2022-01-31
167;40-49;491;2022-01-31
169;40-49;475;2022-01-31
173;40-49;591;2022-01-31
175;40-49;331;2022-01-31
183;40-49;174;2022-01-31
185;40-49;382;2022-01-31
187;40-49;195;2022-01-31
190;40-49;504;2022-01-31
201;40-49;301;2022-01-31
210;40-49;334;2022-01-31
217;40-49;537;2022-01-31
219;40-49;514;2022-01-31
223;40-49;241;2022-01-31
230;40-49;604;2022-01-31
240;40-49;428;2022-01-31
250;40-49;405;2022-01-31
253;40-49;537;2022-01-31
259;40-49;484;2022-01-31
260;40-49;259;2022-01-31
265;40-49;816;2022-01-31
269;40-49;241;2022-01-31
270;40-49;280;2022-01-31
306;40-49;171;2022-01-31
316;40-49;517;2022-01-31
320;40-49;287;2022-01-31
326;40-49;286;2022-01-31
329;40-49;272;2022-01-31
330;40-49;572;2022-01-31
336;40-49;216;2022-01-31
340;40-49;232;2022-01-31
350;40-49;285;2022-01-31
360;40-49;240;2022-01-31
370;40-49;674;2022-01-31
376;40-49;580;2022-01-31
390;40-49;413;2022-01-31
400;40-49;275;2022-01-31
410;40-49;312;2022-01-31
420;40-49;363;2022-01-31
430;40-49;406;2022-01-31
440;40-49;171;2022-01-31
450;40-49;284;2022-01-31
461;40-49;1701;2022-01-31
479;40-49;493;2022-01-31
480;40-49;305;2022-01-31
482;40-49;61;2022-01-31
492;40-49;26;2022-01-31
510;40-49;519;2022-01-31
530;40-49;231;2022-01-31
540;40-49;490;2022-01-31
550;40-49;202;2022-01-31
561;40-49;976;2022-01-31
563;40-49;23;2022-01-31
573;40-49;458;2022-01-31
575;40-49;365;2022-01-31
580;40-49;371;2022-01-31
607;40-49;402;2022-01-31
615;40-49;751;2022-01-31
621;40-49;734;2022-01-31
630;40-49;952;2022-01-31
657;40-49;807;2022-01-31
661;40-49;507;2022-01-31
665;40-49;88;2022-01-31
671;40-49;143;2022-01-31
706;40-49;349;2022-01-31
707;40-49;192;2022-01-31
710;40-49;569;2022-01-31
727;40-49;145;2022-01-31
730;40-49;816;2022-01-31
740;40-49;859;2022-01-31
741;40-49;12;2022-01-31
746;40-49;715;2022-01-31
751;40-49;2646;2022-01-31
756;40-49;309;2022-01-31
760;40-49;377;2022-01-31
766;40-49;313;2022-01-31
773;40-49;110;2022-01-31
779;40-49;273;2022-01-31
787;40-49;258;2022-01-31
791;40-49;643;2022-01-31
810;40-49;249;2022-01-31
813;40-49;425;2022-01-31
820;40-49;222;2022-01-31
825;40-49;6;2022-01-31
840;40-49;260;2022-01-31
846;40-49;354;2022-01-31
849;40-49;324;2022-01-31
851;40-49;1628;2022-01-31
860;40-49;520;2022-01-31
;50-59;75;2022-01-31
011;50-59;46;2022-01-31
012;50-59;1;2022-01-31
019;50-59;7;2022-01-31
101;50-59;2323;2022-01-31
147;50-59;428;2022-01-31
151;50-59;230;2022-01-31
153;50-59;170;2022-01-31
155;50-59;48;2022-01-31
157;50-59;445;2022-01-31
159;50-59;356;2022-01-31
161;50-59;121;2022-01-31
163;50-59;127;2022-01-31
165;50-59;134;2022-01-31
167;50-59;256;2022-01-31
169;50-59;258;2022-01-31
173;50-59;305;2022-01-31
175;50-59;172;2022-01-31
183;50-59;107;2022-01-31
185;50-59;196;2022-01-31
187;50-59;68;2022-01-31
190;50-59;249;2022-01-31
201;50-59;135;2022-01-31
210;50-59;239;2022-01-31
217;50-59;372;2022-01-31
219;50-59;300;2022-01-31
223;50-59;134;2022-01-31
230;50-59;326;2022-01-31
240;50-59;219;2022-01-31
250;50-59;316;2022-01-31
253;50-59;299;2022-01-31
259;50-59;330;2022-01-31
260;50-59;170;2022-01-31
265;50-59;542;2022-01-31
269;50-59;120;2022-01-31
270;50-59;235;2022-01-31
306;50-59;115;2022-01-31
316;50-59;353;2022-01-31
320;50-59;171;2022-01-31
326;50-59;209;2022-01-31
329;50-59;175;2022-01-31
330;50-59;366;2022-01-31
336;50-59;144;2022-01-31
340;50-59;134;2022-01-31
350;50-59;162;2022-01-31
360;50-59;191;2022-01-31
370;50-59;476;2022-01-31
376;50-59;390;2022-01-31
390;50-59;238;2022-01-31
400;50-59;225;2022-01-31
410;50-59;229;2022-01-31
420;50-59;204;2022-01-31
430;50-59;250;2022-01-31
440;50-59;126;2022-01-31
450;50-59;162;2022-01-31
461;50-59;887;2022-01-31
479;50-59;277;2022-01-31
480;50-59;185;2022-01-31
482;50-59;40;2022-01-31
492;50-59;21;2022-01-31
510;50-59;314;2022-01-31
530;50-59;135;2022-01-31
540;50-59;397;2022-01-31
550;50-59;147;2022-01-31
561;50-59;567;2022-01-31
563;50-59;15;2022-01-31
573;50-59;271;2022-01-31
575;50-59;211;2022-01-31
580;50-59;265;2022-01-31
607;50-59;258;2022-01-31
615;50-59;413;2022-01-31
621;50-59;448;2022-01-31
630;50-59;539;2022-01-31
657;50-59;451;2022-01-31
661;50-59;290;2022-01-31
665;50-59;85;2022-01-31
671;50-59;79;2022-01-31
706;50-59;176;2022-01-31
707;50-59;155;2022-01-31
710;50-59;227;2022-01-31
727;50-59;115;2022-01-31
730;50-59;454;2022-01-31
740;50-59;465;2022-01-31
741;50-59;7;2022-01-31
746;50-59;407;2022-01-31
751;50-59;1421;2022-01-31
756;50-59;160;2022-01-31
760;50-59;250;2022-01-31
766;50-59;227;2022-01-31
773;50-59;71;2022-01-31
779;50-59;161;2022-01-31
787;50-59;160;2022-01-31
791;50-59;336;2022-01-31
810;50-59;188;2022-01-31
813;50-59;300;2022-01-31
820;50-59;176;2022-01-31
825;50-59;4;2022-01-31
840;50-59;143;2022-01-31
846;50-59;227;2022-01-31
849;50-59;173;2022-01-31
851;50-59;794;2022-01-31
860;50-59;352;2022-01-31
;60-69;28;2022-01-31
011;60-69;12;2022-01-31
019;60-69;1;2022-01-31
101;60-69;1077;2022-01-31
147;60-69;214;2022-01-31
151;60-69;111;2022-01-31
153;60-69;104;2022-01-31
155;60-69;30;2022-01-31
157;60-69;217;2022-01-31
159;60-69;181;2022-01-31
161;60-69;62;2022-01-31
163;60-69;72;2022-01-31
165;60-69;62;2022-01-31
167;60-69;133;2022-01-31
169;60-69;139;2022-01-31
173;60-69;136;2022-01-31
175;60-69;127;2022-01-31
183;60-69;62;2022-01-31
185;60-69;91;2022-01-31
187;60-69;45;2022-01-31
190;60-69;100;2022-01-31
201;60-69;70;2022-01-31
210;60-69;135;2022-01-31
217;60-69;219;2022-01-31
219;60-69;142;2022-01-31
223;60-69;63;2022-01-31
230;60-69;162;2022-01-31
240;60-69;104;2022-01-31
250;60-69;161;2022-01-31
253;60-69;130;2022-01-31
259;60-69;142;2022-01-31
260;60-69;119;2022-01-31
265;60-69;214;2022-01-31
269;60-69;62;2022-01-31
270;60-69;131;2022-01-31
306;60-69;73;2022-01-31
316;60-69;177;2022-01-31
320;60-69;109;2022-01-31
326;60-69;116;2022-01-31
329;60-69;69;2022-01-31
330;60-69;203;2022-01-31
336;60-69;64;2022-01-31
340;60-69;60;2022-01-31
350;60-69;74;2022-01-31
360;60-69;125;2022-01-31
370;60-69;243;2022-01-31
376;60-69;230;2022-01-31
390;60-69;171;2022-01-31
400;60-69;147;2022-01-31
410;60-69;104;2022-01-31
420;60-69;106;2022-01-31
430;60-69;153;2022-01-31
440;60-69;67;2022-01-31
450;60-69;86;2022-01-31
461;60-69;492;2022-01-31
479;60-69;172;2022-01-31
480;60-69;82;2022-01-31
482;60-69;33;2022-01-31
492;60-69;15;2022-01-31
510;60-69;169;2022-01-31
530;60-69;73;2022-01-31
540;60-69;173;2022-01-31
550;60-69;95;2022-01-31
561;60-69;332;2022-01-31
563;60-69;4;2022-01-31
573;60-69;136;2022-01-31
575;60-69;112;2022-01-31
580;60-69;140;2022-01-31
607;60-69;123;2022-01-31
615;60-69;186;2022-01-31
621;60-69;204;2022-01-31
630;60-69;270;2022-01-31
657;60-69;255;2022-01-31
661;60-69;161;2022-01-31
665;60-69;77;2022-01-31
671;60-69;48;2022-01-31
706;60-69;82;2022-01-31
707;60-69;92;2022-01-31
710;60-69;107;2022-01-31
727;60-69;58;2022-01-31
730;60-69;181;2022-01-31
740;60-69;218;2022-01-31
741;60-69;2;2022-01-31
746;60-69;178;2022-01-31
751;60-69;704;2022-01-31
756;60-69;94;2022-01-31
760;60-69;161;2022-01-31
766;60-69;112;2022-01-31
773;60-69;51;2022-01-31
779;60-69;105;2022-01-31
787;60-69;90;2022-01-31
791;60-69;194;2022-01-31
810;60-69;85;2022-01-31
813;60-69;138;2022-01-31
820;60-69;96;2022-01-31
825;60-69;2;2022-01-31
840;60-69;74;2022-01-31
846;60-69;120;2022-01-31
849;60-69;97;2022-01-31
851;60-69;416;2022-01-31
860;60-69;182;2022-01-31
;70-79;7;2022-01-31
101;70-79;416;2022-01-31
147;70-79;107;2022-01-31
151;70-79;48;2022-01-31
153;70-79;69;2022-01-31
155;70-79;29;2022-01-31
157;70-79;106;2022-01-31
159;70-79;72;2022-01-31
161;70-79;30;2022-01-31
163;70-79;33;2022-01-31
165;70-79;21;2022-01-31
167;70-79;73;2022-01-31
169;70-79;73;2022-01-31
173;70-79;80;2022-01-31
175;70-79;27;2022-01-31
183;70-79;33;2022-01-31
185;70-79;37;2022-01-31
187;70-79;35;2022-01-31
190;70-79;35;2022-01-31
201;70-79;37;2022-01-31
210;70-79;76;2022-01-31
217;70-79;114;2022-01-31
219;70-79;76;2022-01-31
223;70-79;46;2022-01-31
230;70-79;92;2022-01-31
240;70-79;52;2022-01-31
250;70-79;69;2022-01-31
253;70-79;99;2022-01-31
259;70-79;56;2022-01-31
260;70-79;40;2022-01-31
265;70-79;107;2022-01-31
269;70-79;41;2022-01-31
270;70-79;70;2022-01-31
306;70-79;33;2022-01-31
316;70-79;83;2022-01-31
320;70-79;39;2022-01-31
326;70-79;48;2022-01-31
329;70-79;32;2022-01-31
330;70-79;90;2022-01-31
336;70-79;31;2022-01-31
340;70-79;34;2022-01-31
350;70-79;45;2022-01-31
360;70-79;76;2022-01-31
370;70-79;112;2022-01-31
376;70-79;115;2022-01-31
390;70-79;60;2022-01-31
400;70-79;63;2022-01-31
410;70-79;52;2022-01-31
420;70-79;48;2022-01-31
430;70-79;46;2022-01-31
440;70-79;30;2022-01-31
450;70-79;37;2022-01-31
461;70-79;199;2022-01-31
479;70-79;71;2022-01-31
480;70-79;47;2022-01-31
482;70-79;13;2022-01-31
492;70-79;7;2022-01-31
510;70-79;77;2022-01-31
530;70-79;43;2022-01-31
540;70-79;86;2022-01-31
550;70-79;35;2022-01-31
561;70-79;113;2022-01-31
563;70-79;2;2022-01-31
573;70-79;65;2022-01-31
575;70-79;37;2022-01-31
580;70-79;53;2022-01-31
607;70-79;59;2022-01-31
615;70-79;106;2022-01-31
621;70-79;66;2022-01-31
630;70-79;97;2022-01-31
657;70-79;100;2022-01-31
661;70-79;65;2022-01-31
665;70-79;32;2022-01-31
671;70-79;28;2022-01-31
706;70-79;41;2022-01-31
707;70-79;23;2022-01-31
710;70-79;40;2022-01-31
727;70-79;17;2022-01-31
730;70-79;70;2022-01-31
740;70-79;99;2022-01-31
741;70-79;2;2022-01-31
746;70-79;56;2022-01-31
751;70-79;314;2022-01-31
756;70-79;37;2022-01-31
760;70-79;54;2022-01-31
766;70-79;51;2022-01-31
773;70-79;29;2022-01-31
779;70-79;56;2022-01-31
787;70-79;42;2022-01-31
791;70-79;76;2022-01-31
810;70-79;41;2022-01-31
813;70-79;47;2022-01-31
820;70-79;32;2022-01-31
840;70-79;30;2022-01-31
846;70-79;44;2022-01-31
849;70-79;42;2022-01-31
851;70-79;203;2022-01-31
860;70-79;95;2022-01-31
;80-89;3;2022-01-31
101;80-89;115;2022-01-31
147;80-89;42;2022-01-31
151;80-89;19;2022-01-31
153;80-89;11;2022-01-31
155;80-89;16;2022-01-31
157;80-89;37;2022-01-31
159;80-89;30;2022-01-31
161;80-89;13;2022-01-31
163;80-89;4;2022-01-31
165;80-89;7;2022-01-31
167;80-89;26;2022-01-31
169;80-89;29;2022-01-31
173;80-89;21;2022-01-31
175;80-89;11;2022-01-31
183;80-89;12;2022-01-31
185;80-89;23;2022-01-31
187;80-89;11;2022-01-31
190;80-89;13;2022-01-31
201;80-89;11;2022-01-31
210;80-89;15;2022-01-31
217;80-89;35;2022-01-31
219;80-89;21;2022-01-31
223;80-89;22;2022-01-31
230;80-89;33;2022-01-31
240;80-89;13;2022-01-31
250;80-89;31;2022-01-31
253;80-89;22;2022-01-31
259;80-89;16;2022-01-31
260;80-89;10;2022-01-31
265;80-89;31;2022-01-31
269;80-89;9;2022-01-31
270;80-89;17;2022-01-31
306;80-89;5;2022-01-31
316;80-89;9;2022-01-31
320;80-89;2;2022-01-31
326;80-89;17;2022-01-31
329;80-89;9;2022-01-31
330;80-89;45;2022-01-31
336;80-89;15;2022-01-31
340;80-89;9;2022-01-31
350;80-89;13;2022-01-31
360;80-89;25;2022-01-31
370;80-89;26;2022-01-31
376;80-89;40;2022-01-31
390;80-89;25;2022-01-31
400;80-89;18;2022-01-31
410;80-89;23;2022-01-31
420;80-89;13;2022-01-31
430;80-89;7;2022-01-31
440;80-89;8;2022-01-31
450;80-89;13;2022-01-31
461;80-89;60;2022-01-31
479;80-89;12;2022-01-31
480;80-89;17;2022-01-31
482;80-89;4;2022-01-31
510;80-89;34;2022-01-31
530;80-89;15;2022-01-31
540;80-89;16;2022-01-31
550;80-89;10;2022-01-31
561;80-89;40;2022-01-31
573;80-89;18;2022-01-31
575;80-89;22;2022-01-31
580;80-89;22;2022-01-31
607;80-89;20;2022-01-31
615;80-89;18;2022-01-31
621;80-89;16;2022-01-31
630;80-89;30;2022-01-31
657;80-89;30;2022-01-31
661;80-89;20;2022-01-31
665;80-89;7;2022-01-31
671;80-89;7;2022-01-31
706;80-89;12;2022-01-31
707;80-89;9;2022-01-31
710;80-89;20;2022-01-31
727;80-89;3;2022-01-31
730;80-89;21;2022-01-31
740;80-89;20;2022-01-31
746;80-89;15;2022-01-31
751;80-89;96;2022-01-31
756;80-89;12;2022-01-31
760;80-89;12;2022-01-31
766;80-89;12;2022-01-31
773;80-89;11;2022-01-31
779;80-89;9;2022-01-31
787;80-89;21;2022-01-31
791;80-89;24;2022-01-31
810;80-89;9;2022-01-31
813;80-89;12;2022-01-31
820;80-89;11;2022-01-31
840;80-89;5;2022-01-31
846;80-89;12;2022-01-31
849;80-89;7;2022-01-31
851;80-89;48;2022-01-31
860;80-89;51;2022-01-31
101;90+;42;2022-01-31
147;90+;14;2022-01-31
151;90+;2;2022-01-31
153;90+;2;2022-01-31
155;90+;2;2022-01-31
157;90+;12;2022-01-31
159;90+;14;2022-01-31
161;90+;5;2022-01-31
163;90+;4;2022-01-31
167;90+;9;2022-01-31
169;90+;4;2022-01-31
173;90+;7;2022-01-31
175;90+;8;2022-01-31
183;90+;4;2022-01-31
185;90+;7;2022-01-31
187;90+;1;2022-01-31
190;90+;4;2022-01-31
201;90+;6;2022-01-31
210;90+;4;2022-01-31
217;90+;10;2022-01-31
219;90+;7;2022-01-31
223;90+;10;2022-01-31
230;90+;11;2022-01-31
240;90+;1;2022-01-31
250;90+;8;2022-01-31
253;90+;1;2022-01-31
