"Kommune";"Kommunenavn";"Dato";"Bekræftede tilfælde"
175;Rødovre;2020-12-08;40
183;Ishøj;2020-12-08;30
185;Tårnby;2020-12-08;53
187;Vallensbæk;2020-12-08;16
190;Furesø;2020-12-08;26
201;Allerød;2020-12-08;19
210;Fredensborg;2020-12-08;20
217;Helsingør;2020-12-08;28
219;Hillerød;2020-12-08;34
223;Hørsholm;2020-12-08;13
230;Rudersdal;2020-12-08;61
240;Egedal;2020-12-08;21
250;Frederikssund;2020-12-08;24
253;Greve;2020-12-08;35
259;Køge;2020-12-08;28
260;Halsnæs;2020-12-08;7
265;Roskilde;2020-12-08;53
269;Solrød;2020-12-08;27
270;Gribskov;2020-12-08;17
306;Odsherred;2020-12-08;22
316;Holbæk;2020-12-08;41
320;Faxe;2020-12-08;13
326;Kalundborg;2020-12-08;32
329;Ringsted;2020-12-08;25
330;Slagelse;2020-12-08;89
336;Stevns;2020-12-08;17
340;Sorø;2020-12-08;5
350;Lejre;2020-12-08;16
360;Lolland;2020-12-08;5
370;Næstved;2020-12-08;24
376;Guldborgsund;2020-12-08;17
390;Vordingborg;2020-12-08;17
400;Bornholm;2020-12-08;9
410;Middelfart;2020-12-08;7
420;Assens;2020-12-08;11
430;Faaborg-Midtfyn;2020-12-08;4
440;Kerteminde;2020-12-08;6
450;Nyborg;2020-12-08;8
461;Odense;2020-12-08;122
479;Svendborg;2020-12-08;17
480;Nordfyn;2020-12-08;13
482;Langeland;2020-12-08;4
510;Haderslev;2020-12-08;10
530;Billund;2020-12-08;1
540;Sønderborg;2020-12-08;14
550;Tønder;2020-12-08;6
561;Esbjerg;2020-12-08;34
573;Varde;2020-12-08;5
575;Vejen;2020-12-08;4
580;Aabenraa;2020-12-08;5
607;Fredericia;2020-12-08;11
615;Horsens;2020-12-08;30
621;Kolding;2020-12-08;21
630;Vejle;2020-12-08;27
657;Herning;2020-12-08;16
661;Holstebro;2020-12-08;19
665;Lemvig;2020-12-08;1
671;Struer;2020-12-08;6
706;Syddjurs;2020-12-08;3
707;Norddjurs;2020-12-08;22
710;Favrskov;2020-12-08;14
727;Odder;2020-12-08;4
730;Randers;2020-12-08;48
740;Silkeborg;2020-12-08;24
746;Skanderborg;2020-12-08;25
751;Århus;2020-12-08;237
756;Ikast-Brande;2020-12-08;15
760;Ringkøbing-Skjern;2020-12-08;7
766;Hedensted;2020-12-08;8
779;Skive;2020-12-08;7
787;Thisted;2020-12-08;7
791;Viborg;2020-12-08;33
810;Brønderslev;2020-12-08;12
820;Vesthimmerland;2020-12-08;1
840;Rebild;2020-12-08;8
846;Mariagerfjord;2020-12-08;6
849;Jammerbugt;2020-12-08;6
851;Aalborg;2020-12-08;95
860;Hjørring;2020-12-08;4
101;København;2020-12-09;769
147;Frederiksberg;2020-12-09;128
151;Ballerup;2020-12-09;33
153;Brøndby;2020-12-09;21
155;Dragør;2020-12-09;9
157;Gentofte;2020-12-09;68
159;Gladsaxe;2020-12-09;83
161;Glostrup;2020-12-09;40
163;Herlev;2020-12-09;38
165;Albertslund;2020-12-09;18
167;Hvidovre;2020-12-09;42
169;Høje Tåstrup;2020-12-09;32
173;Lyngby-Taarbæk;2020-12-09;44
175;Rødovre;2020-12-09;44
183;Ishøj;2020-12-09;20
185;Tårnby;2020-12-09;48
187;Vallensbæk;2020-12-09;8
190;Furesø;2020-12-09;24
201;Allerød;2020-12-09;9
210;Fredensborg;2020-12-09;23
217;Helsingør;2020-12-09;30
219;Hillerød;2020-12-09;27
223;Hørsholm;2020-12-09;8
230;Rudersdal;2020-12-09;52
240;Egedal;2020-12-09;14
250;Frederikssund;2020-12-09;23
253;Greve;2020-12-09;26
259;Køge;2020-12-09;29
260;Halsnæs;2020-12-09;10
265;Roskilde;2020-12-09;54
269;Solrød;2020-12-09;28
270;Gribskov;2020-12-09;21
306;Odsherred;2020-12-09;15
316;Holbæk;2020-12-09;31
320;Faxe;2020-12-09;13
326;Kalundborg;2020-12-09;21
329;Ringsted;2020-12-09;34
330;Slagelse;2020-12-09;50
336;Stevns;2020-12-09;5
340;Sorø;2020-12-09;15
350;Lejre;2020-12-09;15
360;Lolland;2020-12-09;6
370;Næstved;2020-12-09;40
376;Guldborgsund;2020-12-09;26
390;Vordingborg;2020-12-09;31
400;Bornholm;2020-12-09;9
410;Middelfart;2020-12-09;3
420;Assens;2020-12-09;9
430;Faaborg-Midtfyn;2020-12-09;7
440;Kerteminde;2020-12-09;5
450;Nyborg;2020-12-09;7
461;Odense;2020-12-09;123
479;Svendborg;2020-12-09;12
480;Nordfyn;2020-12-09;5
482;Langeland;2020-12-09;2
510;Haderslev;2020-12-09;6
530;Billund;2020-12-09;2
540;Sønderborg;2020-12-09;19
550;Tønder;2020-12-09;5
561;Esbjerg;2020-12-09;27
563;Fanø;2020-12-09;1
573;Varde;2020-12-09;5
575;Vejen;2020-12-09;8
580;Aabenraa;2020-12-09;11
607;Fredericia;2020-12-09;13
615;Horsens;2020-12-09;27
621;Kolding;2020-12-09;22
630;Vejle;2020-12-09;40
657;Herning;2020-12-09;27
661;Holstebro;2020-12-09;26
665;Lemvig;2020-12-09;1
671;Struer;2020-12-09;3
706;Syddjurs;2020-12-09;8
707;Norddjurs;2020-12-09;13
710;Favrskov;2020-12-09;19
727;Odder;2020-12-09;6
730;Randers;2020-12-09;53
740;Silkeborg;2020-12-09;29
741;Samsø;2020-12-09;1
746;Skanderborg;2020-12-09;29
751;Århus;2020-12-09;254
756;Ikast-Brande;2020-12-09;19
760;Ringkøbing-Skjern;2020-12-09;3
766;Hedensted;2020-12-09;12
773;Morsø;2020-12-09;3
779;Skive;2020-12-09;10
787;Thisted;2020-12-09;3
791;Viborg;2020-12-09;38
810;Brønderslev;2020-12-09;6
813;Frederikshavn;2020-12-09;6
820;Vesthimmerland;2020-12-09;3
840;Rebild;2020-12-09;5
846;Mariagerfjord;2020-12-09;7
849;Jammerbugt;2020-12-09;2
851;Aalborg;2020-12-09;100
860;Hjørring;2020-12-09;10
101;København;2020-12-10;839
147;Frederiksberg;2020-12-10;121
151;Ballerup;2020-12-10;41
153;Brøndby;2020-12-10;33
155;Dragør;2020-12-10;18
157;Gentofte;2020-12-10;87
159;Gladsaxe;2020-12-10;67
161;Glostrup;2020-12-10;24
163;Herlev;2020-12-10;31
165;Albertslund;2020-12-10;28
167;Hvidovre;2020-12-10;48
169;Høje Tåstrup;2020-12-10;35
173;Lyngby-Taarbæk;2020-12-10;50
175;Rødovre;2020-12-10;29
183;Ishøj;2020-12-10;18
185;Tårnby;2020-12-10;42
187;Vallensbæk;2020-12-10;15
190;Furesø;2020-12-10;27
201;Allerød;2020-12-10;12
210;Fredensborg;2020-12-10;22
217;Helsingør;2020-12-10;38
219;Hillerød;2020-12-10;34
223;Hørsholm;2020-12-10;22
230;Rudersdal;2020-12-10;57
240;Egedal;2020-12-10;23
250;Frederikssund;2020-12-10;17
253;Greve;2020-12-10;27
259;Køge;2020-12-10;26
260;Halsnæs;2020-12-10;4
265;Roskilde;2020-12-10;49
269;Solrød;2020-12-10;25
270;Gribskov;2020-12-10;18
306;Odsherred;2020-12-10;13
316;Holbæk;2020-12-10;48
320;Faxe;2020-12-10;18
326;Kalundborg;2020-12-10;37
329;Ringsted;2020-12-10;21
330;Slagelse;2020-12-10;48
336;Stevns;2020-12-10;10
340;Sorø;2020-12-10;18
350;Lejre;2020-12-10;8
360;Lolland;2020-12-10;13
370;Næstved;2020-12-10;29
376;Guldborgsund;2020-12-10;17
390;Vordingborg;2020-12-10;20
400;Bornholm;2020-12-10;6
410;Middelfart;2020-12-10;4
420;Assens;2020-12-10;8
430;Faaborg-Midtfyn;2020-12-10;11
440;Kerteminde;2020-12-10;3
450;Nyborg;2020-12-10;7
461;Odense;2020-12-10;85
479;Svendborg;2020-12-10;19
480;Nordfyn;2020-12-10;7
482;Langeland;2020-12-10;4
510;Haderslev;2020-12-10;6
530;Billund;2020-12-10;4
540;Sønderborg;2020-12-10;14
550;Tønder;2020-12-10;6
561;Esbjerg;2020-12-10;18
573;Varde;2020-12-10;2
575;Vejen;2020-12-10;5
580;Aabenraa;2020-12-10;4
607;Fredericia;2020-12-10;11
615;Horsens;2020-12-10;36
621;Kolding;2020-12-10;30
630;Vejle;2020-12-10;34
657;Herning;2020-12-10;25
661;Holstebro;2020-12-10;19
665;Lemvig;2020-12-10;1
671;Struer;2020-12-10;15
706;Syddjurs;2020-12-10;13
707;Norddjurs;2020-12-10;22
710;Favrskov;2020-12-10;27
727;Odder;2020-12-10;6
730;Randers;2020-12-10;50
740;Silkeborg;2020-12-10;23
741;Samsø;2020-12-10;1
746;Skanderborg;2020-12-10;21
751;Århus;2020-12-10;281
756;Ikast-Brande;2020-12-10;16
760;Ringkøbing-Skjern;2020-12-10;5
766;Hedensted;2020-12-10;15
773;Morsø;2020-12-10;18
779;Skive;2020-12-10;16
787;Thisted;2020-12-10;13
791;Viborg;2020-12-10;8
810;Brønderslev;2020-12-10;10
813;Frederikshavn;2020-12-10;11
820;Vesthimmerland;2020-12-10;3
840;Rebild;2020-12-10;5
846;Mariagerfjord;2020-12-10;16
849;Jammerbugt;2020-12-10;5
851;Aalborg;2020-12-10;73
860;Hjørring;2020-12-10;12
101;København;2020-12-11;720
147;Frederiksberg;2020-12-11;124
151;Ballerup;2020-12-11;51
153;Brøndby;2020-12-11;34
155;Dragør;2020-12-11;18
157;Gentofte;2020-12-11;68
159;Gladsaxe;2020-12-11;58
161;Glostrup;2020-12-11;26
163;Herlev;2020-12-11;33
165;Albertslund;2020-12-11;19
167;Hvidovre;2020-12-11;46
169;Høje Tåstrup;2020-12-11;53
173;Lyngby-Taarbæk;2020-12-11;43
175;Rødovre;2020-12-11;49
183;Ishøj;2020-12-11;37
185;Tårnby;2020-12-11;39
187;Vallensbæk;2020-12-11;18
190;Furesø;2020-12-11;23
201;Allerød;2020-12-11;17
210;Fredensborg;2020-12-11;13
217;Helsingør;2020-12-11;49
219;Hillerød;2020-12-11;34
223;Hørsholm;2020-12-11;18
230;Rudersdal;2020-12-11;60
240;Egedal;2020-12-11;24
250;Frederikssund;2020-12-11;36
253;Greve;2020-12-11;37
259;Køge;2020-12-11;43
260;Halsnæs;2020-12-11;5
265;Roskilde;2020-12-11;61
269;Solrød;2020-12-11;27
270;Gribskov;2020-12-11;14
306;Odsherred;2020-12-11;17
316;Holbæk;2020-12-11;45
320;Faxe;2020-12-11;17
326;Kalundborg;2020-12-11;25
329;Ringsted;2020-12-11;25
330;Slagelse;2020-12-11;75
336;Stevns;2020-12-11;5
340;Sorø;2020-12-11;14
350;Lejre;2020-12-11;16
360;Lolland;2020-12-11;6
370;Næstved;2020-12-11;39
376;Guldborgsund;2020-12-11;25
390;Vordingborg;2020-12-11;28
400;Bornholm;2020-12-11;10
410;Middelfart;2020-12-11;12
420;Assens;2020-12-11;9
430;Faaborg-Midtfyn;2020-12-11;5
440;Kerteminde;2020-12-11;6
450;Nyborg;2020-12-11;10
461;Odense;2020-12-11;119
479;Svendborg;2020-12-11;16
480;Nordfyn;2020-12-11;10
482;Langeland;2020-12-11;1
510;Haderslev;2020-12-11;10
530;Billund;2020-12-11;1
540;Sønderborg;2020-12-11;25
550;Tønder;2020-12-11;6
561;Esbjerg;2020-12-11;17
563;Fanø;2020-12-11;1
573;Varde;2020-12-11;4
575;Vejen;2020-12-11;8
580;Aabenraa;2020-12-11;6
607;Fredericia;2020-12-11;12
615;Horsens;2020-12-11;32
621;Kolding;2020-12-11;35
630;Vejle;2020-12-11;28
657;Herning;2020-12-11;20
661;Holstebro;2020-12-11;13
665;Lemvig;2020-12-11;1
671;Struer;2020-12-11;7
706;Syddjurs;2020-12-11;7
707;Norddjurs;2020-12-11;15
710;Favrskov;2020-12-11;19
727;Odder;2020-12-11;4
730;Randers;2020-12-11;48
740;Silkeborg;2020-12-11;18
741;Samsø;2020-12-11;2
746;Skanderborg;2020-12-11;23
751;Århus;2020-12-11;302
756;Ikast-Brande;2020-12-11;26
760;Ringkøbing-Skjern;2020-12-11;4
766;Hedensted;2020-12-11;13
773;Morsø;2020-12-11;2
779;Skive;2020-12-11;8
787;Thisted;2020-12-11;8
791;Viborg;2020-12-11;21
810;Brønderslev;2020-12-11;16
813;Frederikshavn;2020-12-11;4
820;Vesthimmerland;2020-12-11;3
825;Læsø;2020-12-11;1
840;Rebild;2020-12-11;3
846;Mariagerfjord;2020-12-11;4
849;Jammerbugt;2020-12-11;8
851;Aalborg;2020-12-11;70
860;Hjørring;2020-12-11;6
101;København;2020-12-12;741
147;Frederiksberg;2020-12-12;114
151;Ballerup;2020-12-12;44
153;Brøndby;2020-12-12;26
155;Dragør;2020-12-12;16
157;Gentofte;2020-12-12;77
159;Gladsaxe;2020-12-12;59
161;Glostrup;2020-12-12;14
163;Herlev;2020-12-12;19
165;Albertslund;2020-12-12;29
167;Hvidovre;2020-12-12;39
169;Høje Tåstrup;2020-12-12;42
173;Lyngby-Taarbæk;2020-12-12;37
175;Rødovre;2020-12-12;44
183;Ishøj;2020-12-12;31
185;Tårnby;2020-12-12;49
187;Vallensbæk;2020-12-12;15
190;Furesø;2020-12-12;22
201;Allerød;2020-12-12;10
210;Fredensborg;2020-12-12;32
217;Helsingør;2020-12-12;37
219;Hillerød;2020-12-12;31
223;Hørsholm;2020-12-12;10
230;Rudersdal;2020-12-12;53
240;Egedal;2020-12-12;37
250;Frederikssund;2020-12-12;26
253;Greve;2020-12-12;38
259;Køge;2020-12-12;29
260;Halsnæs;2020-12-12;5
265;Roskilde;2020-12-12;46
269;Solrød;2020-12-12;19
270;Gribskov;2020-12-12;22
306;Odsherred;2020-12-12;12
316;Holbæk;2020-12-12;25
320;Faxe;2020-12-12;18
326;Kalundborg;2020-12-12;21
329;Ringsted;2020-12-12;18
330;Slagelse;2020-12-12;60
336;Stevns;2020-12-12;3
340;Sorø;2020-12-12;15
350;Lejre;2020-12-12;9
360;Lolland;2020-12-12;13
370;Næstved;2020-12-12;34
376;Guldborgsund;2020-12-12;31
390;Vordingborg;2020-12-12;22
400;Bornholm;2020-12-12;3
410;Middelfart;2020-12-12;9
420;Assens;2020-12-12;6
430;Faaborg-Midtfyn;2020-12-12;7
440;Kerteminde;2020-12-12;8
450;Nyborg;2020-12-12;2
461;Odense;2020-12-12;114
479;Svendborg;2020-12-12;12
480;Nordfyn;2020-12-12;5
482;Langeland;2020-12-12;2
510;Haderslev;2020-12-12;2
530;Billund;2020-12-12;3
540;Sønderborg;2020-12-12;23
550;Tønder;2020-12-12;3
561;Esbjerg;2020-12-12;14
573;Varde;2020-12-12;6
575;Vejen;2020-12-12;8
580;Aabenraa;2020-12-12;10
607;Fredericia;2020-12-12;6
615;Horsens;2020-12-12;30
621;Kolding;2020-12-12;22
630;Vejle;2020-12-12;25
657;Herning;2020-12-12;14
661;Holstebro;2020-12-12;13
671;Struer;2020-12-12;5
706;Syddjurs;2020-12-12;6
707;Norddjurs;2020-12-12;15
710;Favrskov;2020-12-12;16
727;Odder;2020-12-12;6
730;Randers;2020-12-12;45
740;Silkeborg;2020-12-12;18
746;Skanderborg;2020-12-12;35
751;Århus;2020-12-12;269
756;Ikast-Brande;2020-12-12;12
760;Ringkøbing-Skjern;2020-12-12;9
766;Hedensted;2020-12-12;9
773;Morsø;2020-12-12;5
779;Skive;2020-12-12;13
787;Thisted;2020-12-12;7
791;Viborg;2020-12-12;29
810;Brønderslev;2020-12-12;4
813;Frederikshavn;2020-12-12;9
820;Vesthimmerland;2020-12-12;2
840;Rebild;2020-12-12;5
846;Mariagerfjord;2020-12-12;6
849;Jammerbugt;2020-12-12;3
851;Aalborg;2020-12-12;110
860;Hjørring;2020-12-12;9
101;København;2020-12-13;789
147;Frederiksberg;2020-12-13;131
151;Ballerup;2020-12-13;58
153;Brøndby;2020-12-13;40
155;Dragør;2020-12-13;12
157;Gentofte;2020-12-13;82
159;Gladsaxe;2020-12-13;73
161;Glostrup;2020-12-13;24
163;Herlev;2020-12-13;21
165;Albertslund;2020-12-13;32
167;Hvidovre;2020-12-13;53
169;Høje Tåstrup;2020-12-13;55
173;Lyngby-Taarbæk;2020-12-13;38
175;Rødovre;2020-12-13;62
183;Ishøj;2020-12-13;29
185;Tårnby;2020-12-13;42
187;Vallensbæk;2020-12-13;17
190;Furesø;2020-12-13;25
201;Allerød;2020-12-13;18
210;Fredensborg;2020-12-13;17
217;Helsingør;2020-12-13;38
219;Hillerød;2020-12-13;33
223;Hørsholm;2020-12-13;16
230;Rudersdal;2020-12-13;54
240;Egedal;2020-12-13;35
250;Frederikssund;2020-12-13;19
253;Greve;2020-12-13;25
259;Køge;2020-12-13;35
260;Halsnæs;2020-12-13;18
265;Roskilde;2020-12-13;43
269;Solrød;2020-12-13;17
270;Gribskov;2020-12-13;54
306;Odsherred;2020-12-13;14
316;Holbæk;2020-12-13;25
320;Faxe;2020-12-13;13
326;Kalundborg;2020-12-13;25
329;Ringsted;2020-12-13;15
330;Slagelse;2020-12-13;42
336;Stevns;2020-12-13;15
340;Sorø;2020-12-13;7
350;Lejre;2020-12-13;10
360;Lolland;2020-12-13;12
370;Næstved;2020-12-13;33
376;Guldborgsund;2020-12-13;30
390;Vordingborg;2020-12-13;15
400;Bornholm;2020-12-13;7
410;Middelfart;2020-12-13;6
420;Assens;2020-12-13;11
430;Faaborg-Midtfyn;2020-12-13;12
440;Kerteminde;2020-12-13;4
450;Nyborg;2020-12-13;2
461;Odense;2020-12-13;108
479;Svendborg;2020-12-13;15
480;Nordfyn;2020-12-13;6
482;Langeland;2020-12-13;4
510;Haderslev;2020-12-13;2
540;Sønderborg;2020-12-13;20
550;Tønder;2020-12-13;6
561;Esbjerg;2020-12-13;24
573;Varde;2020-12-13;4
575;Vejen;2020-12-13;8
580;Aabenraa;2020-12-13;7
607;Fredericia;2020-12-13;3
615;Horsens;2020-12-13;24
621;Kolding;2020-12-13;20
630;Vejle;2020-12-13;37
657;Herning;2020-12-13;29
661;Holstebro;2020-12-13;14
665;Lemvig;2020-12-13;2
671;Struer;2020-12-13;4
706;Syddjurs;2020-12-13;7
707;Norddjurs;2020-12-13;14
710;Favrskov;2020-12-13;18
727;Odder;2020-12-13;4
730;Randers;2020-12-13;32
740;Silkeborg;2020-12-13;24
746;Skanderborg;2020-12-13;31
751;Århus;2020-12-13;215
756;Ikast-Brande;2020-12-13;11
760;Ringkøbing-Skjern;2020-12-13;4
766;Hedensted;2020-12-13;12
773;Morsø;2020-12-13;8
779;Skive;2020-12-13;13
787;Thisted;2020-12-13;10
791;Viborg;2020-12-13;18
810;Brønderslev;2020-12-13;12
813;Frederikshavn;2020-12-13;3
820;Vesthimmerland;2020-12-13;2
840;Rebild;2020-12-13;4
846;Mariagerfjord;2020-12-13;9
849;Jammerbugt;2020-12-13;5
851;Aalborg;2020-12-13;63
860;Hjørring;2020-12-13;7
101;København;2020-12-14;844
147;Frederiksberg;2020-12-14;144
151;Ballerup;2020-12-14;79
153;Brøndby;2020-12-14;34
155;Dragør;2020-12-14;25
157;Gentofte;2020-12-14;79
159;Gladsaxe;2020-12-14;70
161;Glostrup;2020-12-14;24
163;Herlev;2020-12-14;31
165;Albertslund;2020-12-14;24
167;Hvidovre;2020-12-14;50
169;Høje Tåstrup;2020-12-14;60
173;Lyngby-Taarbæk;2020-12-14;57
175;Rødovre;2020-12-14;50
183;Ishøj;2020-12-14;35
185;Tårnby;2020-12-14;42
187;Vallensbæk;2020-12-14;21
190;Furesø;2020-12-14;27
201;Allerød;2020-12-14;15
210;Fredensborg;2020-12-14;33
217;Helsingør;2020-12-14;50
219;Hillerød;2020-12-14;43
223;Hørsholm;2020-12-14;17
230;Rudersdal;2020-12-14;52
240;Egedal;2020-12-14;37
250;Frederikssund;2020-12-14;21
253;Greve;2020-12-14;38
259;Køge;2020-12-14;52
260;Halsnæs;2020-12-14;10
265;Roskilde;2020-12-14;64
269;Solrød;2020-12-14;21
270;Gribskov;2020-12-14;29
306;Odsherred;2020-12-14;13
316;Holbæk;2020-12-14;39
320;Faxe;2020-12-14;20
326;Kalundborg;2020-12-14;50
329;Ringsted;2020-12-14;22
330;Slagelse;2020-12-14;70
336;Stevns;2020-12-14;21
340;Sorø;2020-12-14;16
350;Lejre;2020-12-14;10
360;Lolland;2020-12-14;16
370;Næstved;2020-12-14;65
376;Guldborgsund;2020-12-14;48
390;Vordingborg;2020-12-14;27
400;Bornholm;2020-12-14;10
410;Middelfart;2020-12-14;13
420;Assens;2020-12-14;14
430;Faaborg-Midtfyn;2020-12-14;8
440;Kerteminde;2020-12-14;5
450;Nyborg;2020-12-14;14
461;Odense;2020-12-14;134
479;Svendborg;2020-12-14;18
480;Nordfyn;2020-12-14;11
510;Haderslev;2020-12-14;9
530;Billund;2020-12-14;4
540;Sønderborg;2020-12-14;31
550;Tønder;2020-12-14;8
561;Esbjerg;2020-12-14;30
563;Fanø;2020-12-14;1
573;Varde;2020-12-14;7
575;Vejen;2020-12-14;4
580;Aabenraa;2020-12-14;12
607;Fredericia;2020-12-14;12
615;Horsens;2020-12-14;36
621;Kolding;2020-12-14;37
630;Vejle;2020-12-14;50
657;Herning;2020-12-14;34
661;Holstebro;2020-12-14;42
665;Lemvig;2020-12-14;2
671;Struer;2020-12-14;7
706;Syddjurs;2020-12-14;11
707;Norddjurs;2020-12-14;24
710;Favrskov;2020-12-14;28
727;Odder;2020-12-14;9
730;Randers;2020-12-14;81
740;Silkeborg;2020-12-14;32
741;Samsø;2020-12-14;3
746;Skanderborg;2020-12-14;42
751;Århus;2020-12-14;320
756;Ikast-Brande;2020-12-14;19
760;Ringkøbing-Skjern;2020-12-14;18
766;Hedensted;2020-12-14;12
773;Morsø;2020-12-14;8
779;Skive;2020-12-14;16
787;Thisted;2020-12-14;12
791;Viborg;2020-12-14;29
810;Brønderslev;2020-12-14;8
813;Frederikshavn;2020-12-14;5
820;Vesthimmerland;2020-12-14;5
840;Rebild;2020-12-14;6
846;Mariagerfjord;2020-12-14;12
849;Jammerbugt;2020-12-14;7
851;Aalborg;2020-12-14;120
860;Hjørring;2020-12-14;10
101;København;2020-12-15;877
147;Frederiksberg;2020-12-15;132
151;Ballerup;2020-12-15;64
153;Brøndby;2020-12-15;47
155;Dragør;2020-12-15;23
157;Gentofte;2020-12-15;74
159;Gladsaxe;2020-12-15;80
161;Glostrup;2020-12-15;23
163;Herlev;2020-12-15;34
165;Albertslund;2020-12-15;41
167;Hvidovre;2020-12-15;51
169;Høje Tåstrup;2020-12-15;60
173;Lyngby-Taarbæk;2020-12-15;46
175;Rødovre;2020-12-15;54
183;Ishøj;2020-12-15;55
185;Tårnby;2020-12-15;51
187;Vallensbæk;2020-12-15;25
190;Furesø;2020-12-15;35
201;Allerød;2020-12-15;18
210;Fredensborg;2020-12-15;28
217;Helsingør;2020-12-15;49
219;Hillerød;2020-12-15;46
223;Hørsholm;2020-12-15;19
230;Rudersdal;2020-12-15;39
240;Egedal;2020-12-15;60
250;Frederikssund;2020-12-15;26
253;Greve;2020-12-15;64
259;Køge;2020-12-15;59
260;Halsnæs;2020-12-15;18
265;Roskilde;2020-12-15;61
269;Solrød;2020-12-15;20
270;Gribskov;2020-12-15;43
306;Odsherred;2020-12-15;32
316;Holbæk;2020-12-15;49
320;Faxe;2020-12-15;13
326;Kalundborg;2020-12-15;47
329;Ringsted;2020-12-15;24
330;Slagelse;2020-12-15;74
336;Stevns;2020-12-15;25
340;Sorø;2020-12-15;19
350;Lejre;2020-12-15;17
360;Lolland;2020-12-15;18
370;Næstved;2020-12-15;47
376;Guldborgsund;2020-12-15;29
390;Vordingborg;2020-12-15;12
400;Bornholm;2020-12-15;6
410;Middelfart;2020-12-15;22
420;Assens;2020-12-15;12
430;Faaborg-Midtfyn;2020-12-15;20
440;Kerteminde;2020-12-15;18
450;Nyborg;2020-12-15;10
461;Odense;2020-12-15;163
479;Svendborg;2020-12-15;13
480;Nordfyn;2020-12-15;13
482;Langeland;2020-12-15;3
510;Haderslev;2020-12-15;9
530;Billund;2020-12-15;6
540;Sønderborg;2020-12-15;33
550;Tønder;2020-12-15;1
561;Esbjerg;2020-12-15;49
563;Fanø;2020-12-15;1
573;Varde;2020-12-15;9
575;Vejen;2020-12-15;13
580;Aabenraa;2020-12-15;16
607;Fredericia;2020-12-15;13
615;Horsens;2020-12-15;46
621;Kolding;2020-12-15;48
630;Vejle;2020-12-15;70
657;Herning;2020-12-15;36
661;Holstebro;2020-12-15;24
665;Lemvig;2020-12-15;1
671;Struer;2020-12-15;18
706;Syddjurs;2020-12-15;18
707;Norddjurs;2020-12-15;19
710;Favrskov;2020-12-15;31
727;Odder;2020-12-15;13
730;Randers;2020-12-15;67
740;Silkeborg;2020-12-15;40
746;Skanderborg;2020-12-15;54
751;Århus;2020-12-15;357
756;Ikast-Brande;2020-12-15;13
760;Ringkøbing-Skjern;2020-12-15;11
766;Hedensted;2020-12-15;13
773;Morsø;2020-12-15;13
779;Skive;2020-12-15;9
787;Thisted;2020-12-15;9
791;Viborg;2020-12-15;34
810;Brønderslev;2020-12-15;10
813;Frederikshavn;2020-12-15;6
820;Vesthimmerland;2020-12-15;13
840;Rebild;2020-12-15;14
846;Mariagerfjord;2020-12-15;8
849;Jammerbugt;2020-12-15;7
851;Aalborg;2020-12-15;117
860;Hjørring;2020-12-15;13
101;København;2020-12-16;896
147;Frederiksberg;2020-12-16;148
151;Ballerup;2020-12-16;75
153;Brøndby;2020-12-16;33
155;Dragør;2020-12-16;24
157;Gentofte;2020-12-16;85
159;Gladsaxe;2020-12-16;75
161;Glostrup;2020-12-16;30
163;Herlev;2020-12-16;38
165;Albertslund;2020-12-16;41
167;Hvidovre;2020-12-16;60
169;Høje Tåstrup;2020-12-16;50
173;Lyngby-Taarbæk;2020-12-16;55
175;Rødovre;2020-12-16;59
183;Ishøj;2020-12-16;49
185;Tårnby;2020-12-16;47
187;Vallensbæk;2020-12-16;21
190;Furesø;2020-12-16;31
201;Allerød;2020-12-16;16
210;Fredensborg;2020-12-16;35
217;Helsingør;2020-12-16;53
219;Hillerød;2020-12-16;52
223;Hørsholm;2020-12-16;15
230;Rudersdal;2020-12-16;55
240;Egedal;2020-12-16;68
250;Frederikssund;2020-12-16;32
253;Greve;2020-12-16;63
259;Køge;2020-12-16;70
260;Halsnæs;2020-12-16;14
265;Roskilde;2020-12-16;73
269;Solrød;2020-12-16;30
270;Gribskov;2020-12-16;41
306;Odsherred;2020-12-16;25
316;Holbæk;2020-12-16;57
320;Faxe;2020-12-16;36
326;Kalundborg;2020-12-16;53
329;Ringsted;2020-12-16;29
330;Slagelse;2020-12-16;63
336;Stevns;2020-12-16;21
340;Sorø;2020-12-16;12
350;Lejre;2020-12-16;20
360;Lolland;2020-12-16;16
370;Næstved;2020-12-16;60
376;Guldborgsund;2020-12-16;31
390;Vordingborg;2020-12-16;26
400;Bornholm;2020-12-16;8
410;Middelfart;2020-12-16;21
420;Assens;2020-12-16;11
